ZIP,Place,State,Longitude,Latitude,Longitude_Projected,Latitude_Projected
25902,Odd,WV,-81.1872,37.593,704.8445516541897,254.02264960422156
25904,Pax,WV,-81.2648,37.911,702.7951078743104,248.27364432401657
25906,Piney View,WV,-81.1286,37.8376,704.9739929501959,249.33268361319188
25907,Prince,WV,-81.0817,37.8532,705.6045915116131,248.93519854876877
25908,Princewick,WV,-81.2561,37.6724,703.6157445428105,252.69963862605266
25909,Prosperity,WV,-81.2004,37.8381,703.9366308973077,249.48638978756856
25911,Raleigh,WV,-81.1675,37.7585,704.6446277179355,250.89468196594646
25913,Ravencliff,WV,-81.4895,37.7141,700.1200417212476,252.44611526343624
25915,Rhodell,WV,-81.2749,37.6254,703.4806242399347,253.61785557297526
25916,Sabine,WV,-81.5015,37.6787,700.0479694907713,253.1326374420746
25917,Scarbro,WV,-81.1531,37.9488,704.2942754081396,247.31686277329834
25918,Shady Spring,WV,-81.0149,37.7416,706.8984142374295,250.86088766563012
25919,Skelton,WV,-81.1806,37.8005,704.3324210687947,250.14199064079696
25920,Slab Fork,WV,-81.334,37.6871,702.4464643357513,252.6014353847953
25921,Sophia,WV,-81.2507,37.7076,703.5912388267589,252.03158545590907
25922,Spanishburg,WV,-81.1128,37.4605,706.3112901527634,256.3211047663714
25927,Stanaford,WV,-81.1523,37.8159,704.6957432533939,249.7908272869123
25928,Stephenson,WV,-81.3339,37.5798,702.7589167024709,254.60066201024938
25932,Surveyor,WV,-81.3092,37.7565,702.6036009292116,251.2524334014264
25936,Thurmond,WV,-81.0714,37.9554,705.4516555458015,247.00806256383032
25938,Victor,WV,-81.0322,38.1402,705.4696328968985,243.47660734753117
25942,Winona,WV,-80.9923,38.0465,706.3206446712152,245.13052472752724
25943,Wyco,WV,-81.3429,37.599,702.5729598814456,254.263148799972
25951,Hinton,WV,-80.8678,37.664,709.2546984063781,251.96637724791515
25958,Charmco,WV,-80.737,38.0023,710.1249918918202,245.36375051455911
25962,Rainelle,WV,-80.7821,37.9661,709.5850462507178,246.14263297489174
25966,Green Sulphur Springs,WV,-80.8774,37.6485,709.1622479958594,252.27726353593766
25969,Jumping Branch,WV,-81.0018,37.6188,707.4515402628824,253.1178276678903
25971,Lerona,WV,-80.9796,37.4925,708.1475364591042,255.4187873673592
25972,Leslie,WV,-80.7229,38.0446,710.2001456201941,244.54344771888464
25976,Meadow Bridge,WV,-80.8521,37.878,708.8411438173496,247.94535538245304
25977,Meadow Creek,WV,-80.9231,37.8101,708.0200979473467,249.3738706505443
25978,Nimitz,WV,-80.9446,37.6286,708.2498338802719,252.80340642006
25979,Pipestem,WV,-80.9463,37.5303,708.517632485417,254.63789059239411
25981,Quinwood,WV,-80.7068,38.0576,710.3923231374064,244.26390639330089
25984,Rupert,WV,-80.6696,37.9685,711.1968516594522,245.83550028606726
25985,Sandstone,WV,-80.8716,37.7599,708.9131170760215,250.1895364524363
25986,Spring Dale,WV,-80.8034,37.8798,709.537580545813,247.79884328891922
25989,White Oak,WV,-81.0729,37.6929,706.2043398039468,251.90091246072825
26003,Wheeling,WV,-80.6476,40.1027,705.0420141299006,206.0698287330506
26030,Beech Bottom,WV,-80.6513,40.2259,704.6170358030712,203.78690139283663
26031,Benwood,WV,-80.7342,40.0181,704.0869658188469,207.84021609079593
26032,Bethany,WV,-80.5503,40.2107,706.0719646374619,203.83930110904384
26033,Cameron,WV,-80.5669,39.8227,707.0225497695935,211.09319006612668
26034,Chester,WV,-80.5584,40.5981,704.7783754754521,196.65518627886047
26035,Colliers,WV,-80.5493,40.3484,705.665982836764,201.27664892636426
26036,Dallas,WV,-80.5508,39.9783,706.7737434253934,208.16222618816755
26037,Follansbee,WV,-80.585,40.3296,705.2261831034494,201.70763563148978
26038,Glen Dale,WV,-80.7323,39.9597,704.2895885396615,208.92234944090774
26039,Glen Easton,WV,-80.6661,39.8531,705.5391721385316,210.75484161470763
26040,Mcmechen,WV,-80.7315,39.9881,704.2151752642768,208.3921925950342
26041,Moundsville,WV,-80.731,39.9148,704.443153414489,209.75471986335583
26047,New Cumberland,WV,-80.5901,40.5228,704.5675886528087,198.1270918701225
26050,Newell,WV,-80.6011,40.614,704.137684495356,196.4565582028505
26055,Proctor,WV,-80.7618,39.7207,704.5956632109381,213.43606863351704
26056,New Manchester,WV,-80.5801,40.5315,704.6799931095088,197.94262508177974
26058,Short Creek,WV,-80.6745,40.1856,704.415365605603,204.5891085705416
26059,Triadelphia,WV,-80.5953,40.0699,705.8724376246414,206.56056797333133
26060,Valley Grove,WV,-80.5551,40.0946,706.3589732628578,206.00923992288472
26062,Weirton,WV,-80.5683,40.4137,705.2025970856016,200.1058840163064
26070,Wellsburg,WV,-80.5961,40.2548,705.2990301994683,203.12383351816743
26074,West Liberty,WV,-80.5958,40.1698,705.5616679378381,204.70382723401394
26075,Windsor Heights,WV,-80.6659,40.1927,704.5138942331533,204.43752940750812
26101,Parkersburg,WV,-81.5354,39.2644,695.0243668560506,223.65186144589973
26102,Parkersburg,WV,-81.4979,39.2183,695.6873239658919,224.42938514173477
26103,Parkersburg,WV,-81.5405,39.2364,695.032170825371,224.18473296590457
26104,Parkersburg,WV,-81.4936,39.2804,695.5702267378578,223.26282664894654
26105,Vienna,WV,-81.5411,39.3251,694.7702507691653,222.5330672296235
26106,Parkersburg,WV,-81.4979,39.2183,695.6873239658919,224.42938514173477
26120,Mineral Wells,WV,-81.4979,39.2183,695.6873239658919,224.42938514173477
26121,Mineral Wells,WV,-81.4979,39.2183,695.6873239658919,224.42938514173477
26133,Belleville,WV,-81.6923,39.1314,693.1789902337388,226.46990416177948
26134,Belmont,WV,-81.2584,39.3795,698.6096169892132,220.90078985841922
26136,Big Bend,WV,-81.136,38.9719,701.5356147087628,228.22040021231055
26137,Big Springs,WV,-81.0721,38.9854,702.4034232843711,227.8255598993801
26138,Brohard,WV,-81.1775,39.0338,700.7648204839595,227.1602485267075
26141,Creston,WV,-81.2369,38.9378,700.2017244874689,229.08086364969517
26142,Davisville,WV,-81.4799,39.2126,695.9586389303633,224.4963675034919
26143,Elizabeth,WV,-81.3989,39.0566,697.556040101615,227.22584657648258
26146,Friendly,WV,-81.0572,39.4961,701.1074415492856,218.2823131123149
26147,Grantsville,WV,-81.0763,38.9324,702.5000533534413,228.82205067813436
26148,Macfarlan,WV,-81.1776,39.0806,700.6263434947355,226.288772901789
26149,Middlebourne,WV,-80.9076,39.4942,703.2222039911073,217.98162528298587
26150,Mineral Wells,WV,-81.5139,39.1897,695.5425534487633,224.99718638017737
26151,Mount Zion,WV,-81.1322,38.8286,702.0105540983619,230.88093483508192
26152,Munday,WV,-81.2062,39.0054,700.4404730878174,227.7532469966793
26155,New Martinsville,WV,-80.8565,39.6588,703.450233659356,214.8025638256339
26159,Paden City,WV,-80.9265,39.6044,702.62768714967,215.97296959549067
26160,Palestine,WV,-81.428,38.9741,697.3805436745472,228.82704378998267
26161,Petroleum,WV,-81.2406,39.1741,699.4600276898938,224.6873074516693
26162,Porters Falls,WV,-80.7762,39.5798,704.8169598353398,216.09071871437027
26164,Ravenswood,WV,-81.7524,38.9468,692.846176124278,230.04055448146755
26167,Reader,WV,-80.7516,39.5836,705.1518026571058,215.96401412957528
26169,Rockport,WV,-81.5713,39.0798,695.0424796600464,227.17014366334968
26170,Saint Marys,WV,-81.1725,39.386,699.8040494153331,220.5894377803878
26175,Sistersville,WV,-80.9818,39.5584,701.985712128197,216.95356098681475
26178,Smithville,WV,-81.062,39.0671,702.3057279637101,226.28136671964648
26180,Walker,WV,-81.3866,39.1821,697.36823829125,224.86048308613624
26181,Washington,WV,-81.6577,39.2068,693.4561086050787,224.98991801968032
26184,Waverly,WV,-81.3819,39.3157,697.0489530149937,222.36106846124312
26187,Williamstown,WV,-81.4566,39.3824,695.8007452537558,221.28165643896023
26201,Buckhannon,WV,-80.2407,38.9755,714.2321402613147,226.08832214826157
26202,Fenwick,WV,-80.635,38.2447,710.8563380452892,240.61360943656598
26203,Erbacon,WV,-80.5742,38.5419,710.8222116220163,234.94027273404276
26205,Craigsville,WV,-80.6444,38.3254,710.4767795772281,239.13354133955409
26206,Cowen,WV,-80.5358,38.4133,711.763204974954,237.24347263966547
26208,Camden On Gauley,WV,-80.5907,38.3871,711.0578780082135,237.85971495296542
26209,Snowshoe,WV,-80.0068,38.4133,719.3241550905814,235.9806666307577
26210,Adrian,WV,-80.2269,38.8993,714.6652045028356,227.4726131473643
26215,Cleveland,WV,-80.388,38.7133,712.9513137443919,231.313822735769
26217,Diana,WV,-80.432,38.5755,712.7485868636733,233.98123708108005
26218,French Creek,WV,-80.2269,38.8993,714.6652045028356,227.4726131473643
26219,Frenchton,WV,-80.2269,38.8993,714.6652045028356,227.4726131473643
26222,Hacker Valley,WV,-80.3837,38.6526,713.199756105235,232.4328733309909
26224,Helvetia,WV,-80.1382,38.7713,716.3252909283726,229.64116262600248
26228,Kanawha Head,WV,-80.3727,38.7618,713.0194431683458,230.37548488627226
26229,Lorentz,WV,-80.3023,39.0109,713.2487304831548,225.57584393653326
26230,Pickens,WV,-80.2117,38.6551,715.6424032196501,231.97781413244434
26234,Rock Cave,WV,-80.3163,38.7811,713.7620387026237,229.8831224667515
26236,Selbyville,WV,-80.2365,38.754,714.9812470062938,230.19764691897535
26237,Tallmansville,WV,-80.158,38.8564,715.7775071965583,228.10613029994647
26238,Volga,WV,-80.1354,39.0784,715.4030292080514,223.92436109157097
26241,Elkins,WV,-79.8471,38.9253,719.9723788546501,226.075526240886
26250,Belington,WV,-79.9495,39.0244,718.205949394097,224.48197187862286
26253,Beverly,WV,-79.8651,38.828,720.0270665757364,227.92762061606322
26254,Bowden,WV,-79.7098,38.9087,721.9727133144846,226.04838528700645
26257,Coalton,WV,-79.9767,38.9144,718.1686610658523,226.59230014198306
26259,Dailey,WV,-79.8962,38.7987,719.6785518682655,228.54783378891875
26260,Davis,WV,-79.4563,39.0882,724.9807942526611,222.087929510888
26261,Richwood,WV,-80.5445,38.223,712.2198056794007,240.80524410946066
26263,Dryfork,WV,-79.4376,38.9489,725.7005957207925,224.6281456570157
26264,Durbin,WV,-79.8251,38.5457,721.4966799698198,233.0765245502222
26266,Upperglade,WV,-80.4965,38.4185,712.3092320769226,237.0543453810667
26267,Ellamore,WV,-80.0904,38.9243,716.5242822310155,226.68183203233195
26268,Glady,WV,-79.8147,38.7534,720.9811834242888,229.19108192337626
26269,Hambleton,WV,-79.6453,39.0821,722.327551165518,222.66852476656277
26270,Harman,WV,-79.5246,38.9234,724.550917274126,225.3181734698286
26271,Hendricks,WV,-79.6303,39.0748,722.5633298911472,222.76723316408038
26273,Huttonsville,WV,-79.9775,38.6784,718.9039639451606,230.98125118279825
26275,Junior,WV,-79.9494,38.9784,718.3531438888394,225.33673227294116
26276,Kerens,WV,-79.7754,39.0299,720.6541155883984,223.95703816643731
26278,Mabie,WV,-79.9831,38.8765,718.1977234518673,227.31226495856356
26280,Mill Creek,WV,-79.9786,38.7325,718.7171538400421,229.97822159911004
26282,Monterville,WV,-80.1224,38.5517,717.2385218006013,233.68664625671738
26283,Montrose,WV,-79.7896,39.0964,720.2402272879424,222.75603109053702
26285,Norton,WV,-79.9656,38.9318,718.271051854516,226.2420557276639
26287,Parsons,WV,-79.6787,39.096,721.8102701382547,222.4923316299911
26288,Webster Springs,WV,-80.4476,38.4832,712.8095912721706,235.73529818562326
26289,Red Creek,WV,-79.5637,39.1179,723.3656434757454,221.80248763642908
26291,Slatyfork,WV,-79.9906,38.388,719.6355741399816,236.41168364989028
26292,Thomas,WV,-79.503,39.1505,724.1175627927191,221.04690226498246
26293,Valley Bend,WV,-79.9253,38.7718,719.3504681774874,229.11850344340735
26294,Valley Head,WV,-80.0343,38.5315,718.5586017036829,233.84974421791082
26296,Whitmer,WV,-79.5819,38.7516,724.2955214934544,228.65141910475927
26298,Bergoo,WV,-80.3006,38.4865,714.8987862251493,235.32560883104463
26301,Clarksburg,WV,-80.3419,39.2874,711.8323360404196,220.52669796559655
26302,Clarksburg,WV,-80.3077,39.2677,712.3763936354462,220.81266447734083
26306,Clarksburg,WV,-80.3853,39.2852,711.2261307944173,220.66938416685844
26320,Alma,WV,-80.8701,39.4506,703.8811096812865,218.70840188861632
26321,Alum Bridge,WV,-80.6882,39.0425,707.680510076882,225.88851363263893
26323,Anmoore,WV,-80.2875,39.2587,712.6896705143731,220.93245384372108
26325,Auburn,WV,-80.8837,39.0864,704.7767572636391,225.5188962697315
26327,Berea,WV,-80.9337,39.1365,703.9188062474452,224.69963619092994
26330,Bridgeport,WV,-80.2427,39.2954,713.2083875935724,220.14427796794405
26335,Burnsville,WV,-80.657,38.7775,708.9260525027586,230.7483524190966
26337,Cairo,WV,-81.1554,39.2325,700.4957320949995,223.41013761099293
26338,Camden,WV,-80.5915,39.0893,708.9091769659286,224.79414448029559
26339,Center Point,WV,-80.6352,39.4125,707.3092055826079,218.88128547797658
26342,Coxs Mills,WV,-80.8498,39.0301,705.4258101019789,226.48979738530568
26343,Crawford,WV,-80.4368,38.872,711.7686813784735,228.47632564770936
26346,Ellenboro,WV,-81.0621,39.2969,701.6261521508862,222.00234865103437
26347,Flemington,WV,-80.132,39.2665,714.8618204819377,220.41911270159721
26348,Folsom,WV,-80.5258,39.4693,708.678724384612,217.57209487630496
26349,Galloway,WV,-80.122,39.2318,715.1118300466844,221.0404134869059
26351,Glenville,WV,-80.8313,38.9409,705.955541777049,228.10809936115538
26354,Grafton,WV,-80.0285,39.3414,716.0871862540907,218.7797866665344
26361,Gypsy,WV,-80.3179,39.3687,711.9195418550116,218.9583804055992
26362,Harrisville,WV,-81.0341,39.1453,702.4702474247717,224.76240967642968
26366,Haywood,WV,-80.3359,39.3812,711.6269467154707,218.76817614105107
26369,Hepzibah,WV,-80.3325,39.3312,711.8295896693862,219.69005163381735
26372,Horner,WV,-80.3656,38.9726,712.4695498932525,226.437532265277
26374,Independence,WV,-79.8822,39.4464,717.8164324480621,216.47702590107133
26376,Ireland,WV,-80.4567,38.7763,711.7797505370228,230.30347502934842
26377,Jacksonburg,WV,-80.6437,39.5416,706.7977880534734,216.49879607856758
26378,Jane Lew,WV,-80.4311,39.11,711.1178477341488,224.03545945326152
26384,Linn,WV,-80.73,38.9573,707.3447539397241,227.57048504575846
26385,Lost Creek,WV,-80.3777,39.1725,711.6811645925845,222.74774942061742
26386,Lumberport,WV,-80.3676,39.3781,711.1893708158003,218.90012168832266
26404,Meadowbrook,WV,-80.3187,39.3518,711.9605854332325,219.2745415808315
26405,Moatsville,WV,-79.9017,39.2234,718.2505423459264,220.66802265625915
26408,Mount Clare,WV,-80.2899,39.2107,712.8046695196936,221.83074861045725
26410,Newburg,WV,-79.828,39.4027,718.7190894497592,217.1580653213556
26411,New Milton,WV,-80.7076,39.1899,706.9601778310833,223.18993979768265
26412,Orlando,WV,-80.5937,38.8712,709.5416915506897,228.8576846892513
26415,Pennsboro,WV,-81.0019,39.2791,702.5300235710574,222.1986048911391
26416,Philippi,WV,-80.0492,39.1613,716.3623861693591,222.1770899197012
26419,Pine Grove,WV,-80.6667,39.5755,706.3712633841317,215.9208011657223
26421,Pullman,WV,-80.9347,39.19,703.7454195622897,223.7058501751029
26422,Reynoldsville,WV,-80.4348,39.2884,710.5170704052604,220.7255944251906
26424,Rosemont,WV,-80.1629,39.2687,714.4185438422159,220.45168016946616
26425,Rowlesburg,WV,-79.7049,39.313,720.7416671179794,218.5252565842345
26426,Salem,WV,-80.559,39.2829,708.7792385591076,221.11669072484028
26430,Sand Fork,WV,-80.7498,38.914,707.1940756027341,228.42197444037095
26431,Shinnston,WV,-80.2834,39.3888,712.3438470665953,218.50348613726703
26434,Shirley,WV,-80.7651,39.3981,705.5199200828757,219.4468612117887
26435,Simpson,WV,-80.0934,39.2668,715.4059881457886,220.32155793316122
26436,Smithburg,WV,-80.7343,39.2893,706.2826075931657,221.40128989049367
26437,Smithfield,WV,-80.5582,39.5134,708.0876368445761,216.82662080505008
26438,Spelter,WV,-80.3206,39.3465,711.9501845908396,219.37756789953198
26440,Thornton,WV,-79.9096,39.3329,717.7911222372251,218.65218324857312
26443,Troy,WV,-80.7549,39.0839,706.6099757799649,225.2713167622054
26444,Tunnelton,WV,-79.7478,39.3625,719.9778427275503,217.7102729939595
26447,Walkersville,WV,-80.4802,38.8507,711.2173547285013,228.97435452188802
26448,Wallace,WV,-80.4865,39.4117,709.4089977337394,218.55243986177493
26451,West Milford,WV,-80.4026,39.1996,711.2454227720627,222.30205367261397
26452,Weston,WV,-80.4737,39.0411,710.7258627758308,225.41682955369743
26456,West Union,WV,-80.7911,39.2762,705.5191767059906,221.7749274439825
26463,Wyatt,WV,-80.3534,39.4351,711.2135763884551,217.80681338499403
26501,Morgantown,WV,-79.9831,39.6099,715.8785740293292,213.68105908272912
26502,Morgantown,WV,-79.9672,39.6253,716.0532540287006,213.35685588912293
26504,Morgantown,WV,-80.093,39.5785,714.4327533498856,214.52653468163612
26505,Morgantown,WV,-79.944,39.6505,716.2992998990567,212.83305165910826
26506,Morgantown,WV,-79.9627,39.6453,716.0531583855907,212.97444163549835
26507,Morgantown,WV,-79.8365,39.6808,717.7120784494693,212.01181739028345
26508,Morgantown,WV,-79.9229,39.5953,716.7707674441366,213.8081598533371
26519,Albright,WV,-79.6358,39.5701,720.8857064815807,213.58101993433218
26520,Arthurdale,WV,-79.8151,39.4951,718.6056283378526,215.41011545218817
26521,Blacksville,WV,-80.2265,39.7142,712.132883746883,212.31955236072577
26524,Bretz,WV,-79.8006,39.5423,718.6587159924785,214.49813658448886
26525,Bruceton Mills,WV,-79.6159,39.6454,720.9218291123227,212.13397763557907
26527,Cassville,WV,-80.0637,39.6656,714.5707085922791,212.83804643041583
26531,Dellslow,WV,-79.8958,39.6053,717.1198054158809,213.55725953676426
26534,Granville,WV,-79.9873,39.6459,715.705767684797,213.02210287711773
26537,Kingwood,WV,-79.7063,39.4819,720.1787222506994,215.39120371653985
26541,Maidsville,WV,-79.9801,39.6884,715.6724970231253,212.21513961725157
26542,Masontown,WV,-79.7906,39.5731,718.700775653201,213.9017485933972
26543,Osage,WV,-80.0076,39.6587,715.3802485402135,212.83269554773415
26544,Pentress,WV,-80.093,39.5785,714.4327533498856,214.52653468163612
26546,Pursglove,WV,-80.035,39.6746,714.9453620640103,212.60250879178398
26547,Reedsville,WV,-79.812,39.5127,718.593007489911,215.07563241293565
26554,Fairmont,WV,-80.2213,39.4941,712.8915088860292,216.39923878009256
26555,Fairmont,WV,-80.2185,39.5143,712.8679941997989,216.0170732506192
26559,Barrackville,WV,-80.1725,39.5052,713.5439079829634,216.0775759193383
26560,Baxter,WV,-80.1423,39.544,713.8475464938549,215.28478547739553
26561,Big Run,WV,-80.5776,39.5845,707.5978565743127,215.5486904269262
26562,Burton,WV,-80.4161,39.6511,709.665121748515,213.93615085314036
26563,Carolina,WV,-80.272,39.4782,712.2269858574045,216.81430592577453
26566,Colfax,WV,-80.1317,39.4348,714.3387728119104,217.289615385641
26568,Enterprise,WV,-80.2779,39.4209,712.3217606771855,217.89364472769148
26570,Fairview,WV,-80.2529,39.6103,712.0852967593916,214.31324436847035
26571,Farmington,WV,-80.2566,39.5029,712.3671086518962,216.31880653279165
26572,Four States,WV,-80.3098,39.4798,711.6896145862829,216.87336286596906
26574,Grant Town,WV,-80.1805,39.5587,713.26420195392,215.10190684734823
26575,Hundred,WV,-80.4746,39.6917,708.7184477488632,213.316819087603
26576,Idamay,WV,-80.2666,39.4877,712.2735311684896,216.62496048051378
26578,Kingmont,WV,-80.1762,39.4466,713.6748968678488,217.1757563190722
26581,Littleton,WV,-80.5695,39.6592,707.4842270192452,214.14043598593275
26582,Mannington,WV,-80.3552,39.522,710.9197629793375,216.1949724358327
26585,Metz,WV,-80.4168,39.6078,709.7885093652723,214.74304131899805
26586,Montana Mines,WV,-80.0897,39.5191,714.6657236496055,215.62278500830655
26587,Rachel,WV,-80.2957,39.5225,711.7558133792351,216.04627228984805
26588,Rivesville,WV,-80.1417,39.5568,713.8159139788589,215.04542367252122
26590,Wana,WV,-80.3183,39.6735,710.9701631865452,213.29152908612014
26591,Worthington,WV,-80.2905,39.4522,712.0470631568713,217.3412605524236
26601,Sutton,WV,-80.676,38.6541,709.0292056302685,233.08910459826325
26610,Birch River,WV,-80.7459,38.4914,708.5229700911095,236.27947105718886
26611,Cedarville,WV,-80.8323,38.8451,706.2283926917283,229.89382416908597
26615,Copen,WV,-80.7295,38.8376,707.7129304049645,229.79730968010915
26617,Dille,WV,-80.8257,38.489,707.3897957242284,236.50827504652398
26619,Exchange,WV,-80.7324,38.7358,707.9787225602847,231.69886406721753
26621,Flatwoods,WV,-80.6498,38.7232,709.1931676511189,231.74225133702942
26623,Frametown,WV,-80.8589,38.6305,706.4920084515611,233.9500613488301
26624,Gassaway,WV,-80.7863,38.6862,707.3601629537543,232.7463639646577
26627,Heaters,WV,-80.6406,38.7621,709.2061647593824,230.99693166831184
26629,Little Birch,WV,-80.7068,38.579,708.8170060836093,234.55832851768753
26631,Napier,WV,-80.5887,38.7909,709.8571929621344,230.34035440240336
26636,Rosedale,WV,-80.9429,38.7393,704.9700066842719,232.11611266358273
26638,Shock,WV,-81.0045,38.7617,704.0260680324918,231.83888192575728
26651,Summersville,WV,-80.8353,38.3009,707.8161657558163,240.03248145013208
26656,Belva,WV,-81.1566,38.2491,703.3629994989122,241.73053323808972
26660,Calvin,WV,-80.7145,38.3368,709.4385031656241,239.08456527475585
26662,Canvas,WV,-80.7446,38.2624,709.2317303086371,240.53942940670868
26667,Drennen,WV,-80.8342,38.3184,707.7794908250461,239.70411988047817
26671,Gilboa,WV,-80.8342,38.3184,707.7794908250461,239.70411988047817
26675,Keslers Cross Lanes,WV,-80.9357,38.2354,706.5723873169095,241.48295944536142
26676,Leivasy,WV,-80.6827,38.1558,710.4415508828945,242.3797347034864
26678,Mount Lookout,WV,-80.9108,38.1821,707.0884573566924,242.4183313234447
26679,Mount Nebo,WV,-80.7976,38.1653,708.7636311789481,242.46998538857713
26680,Nallen,WV,-80.877,38.1107,707.7869536142045,243.67004818784915
26681,Nettie,WV,-80.6953,38.209,710.0998372820033,241.41883824729962
26684,Pool,WV,-80.8643,38.1637,707.8109161810456,242.65390588382718
26690,Swiss,WV,-81.1273,38.2255,703.8527081692356,242.10389763549915
26691,Tioga,WV,-80.6667,38.4045,709.9178436068449,237.71324948322592
26704,Augusta,WV,-78.5931,39.2998,736.449996424508,215.96347208903262
26705,Aurora,WV,-79.5764,39.3181,722.5371029952553,218.11553688585013
26707,Bayard,WV,-79.3645,39.2729,725.6723348417036,218.42991915848506
26710,Burlington,WV,-78.9181,39.3376,731.7465875891414,216.1017998618995
26711,Capon Bridge,WV,-78.4644,39.2802,738.3290919683914,215.98996033619505
26714,Delray,WV,-78.6042,39.1945,736.6550941176274,217.94451521395422
26716,Eglon,WV,-79.5109,39.2925,723.5437970321207,218.42943346747472
26717,Elk Garden,WV,-79.1539,39.3631,728.3417040079547,216.22755932245457
26719,Fort Ashby,WV,-78.7743,39.497,733.2289383335473,212.7766777424174
26720,Gormania,WV,-79.3296,39.2803,726.1401185209239,218.20542430414127
26722,Green Spring,WV,-78.6272,39.5029,735.2740189440051,212.287187799379
26726,Keyser,WV,-78.8926,39.4527,731.7170782459805,213.90168965554517
26731,Lahmansville,WV,-79.0433,39.1642,730.5640936803978,219.63815411658436
26739,Mount Storm,WV,-79.2255,39.2652,727.6576878229757,218.22477449539463
26743,New Creek,WV,-79.0452,39.3612,729.8782249608574,215.9878155216769
26750,Piedmont,WV,-79.0489,39.4799,729.4291536906549,213.79496081151876
26753,Ridgeley,WV,-78.7887,39.5636,732.8006168074496,211.57876537709456
26755,Rio,WV,-78.727,39.1847,734.9572367099953,218.44554140636853
26757,Romney,WV,-78.7481,39.3424,734.1229644668642,215.575856318702
26761,Shanks,WV,-78.6995,39.2849,735.0030471071711,216.51630180922427
26763,Springfield,WV,-78.695,39.463,734.4584481104201,213.20251373173983
26764,Terra Alta,WV,-79.5464,39.4456,722.5459979657971,215.67389551116355
26767,Wiley Ford,WV,-78.775,39.6133,732.8239547392398,210.62203391782748
26801,Baker,WV,-78.7748,39.0656,734.687891822809,220.77802258069505
26802,Brandywine,WV,-79.2096,38.6357,729.967841681229,229.86953850308396
26804,Circleville,WV,-79.5367,38.623,725.355703723309,230.9279125952512
26807,Franklin,WV,-79.3538,38.64,727.9026329323668,230.15424897284822
26808,High View,WV,-78.4425,39.2225,738.8371653310496,217.00173233879332
26810,Lost City,WV,-78.7448,38.9812,735.3989971245779,222.26551348285204
26812,Mathias,WV,-78.8814,38.8744,733.8277071144236,224.59995616878155
26814,Riverton,WV,-79.4359,38.744,726.3946234275452,228.42899728964107
26815,Sugar Grove,WV,-79.3593,38.489,728.3204007429749,232.9720248217194
26817,Bloomery,WV,-78.3917,39.3604,739.0738141048124,214.3124645016204
26818,Fisher,WV,-79.0342,39.075,730.991154211054,221.2700792397036
26823,Capon Springs,WV,-78.4845,39.1362,738.5436687949543,218.71170476345742
26833,Maysville,WV,-79.1937,39.0712,728.7494505627417,221.74539279511748
26836,Moorefield,WV,-78.9745,38.9907,732.1179629158885,222.681642857905
26838,Milam,WV,-79.0729,38.8125,731.3211069556072,226.23993500798372
26845,Old Fields,WV,-78.9509,39.1502,731.9152348223299,219.66206790105923
26847,Petersburg,WV,-79.1293,38.9908,729.9274599221659,223.07452936264622
26851,Wardensville,WV,-78.6175,39.0562,736.9418513538967,220.54328054923667
26852,Purgitsville,WV,-78.906,39.2681,732.1513107560437,217.35999425806676
26855,Cabins,WV,-79.2783,38.9512,727.9494399834796,224.1862594601389
26865,Yellow Spring,WV,-78.5095,39.1823,738.0319967758785,217.92288623775062
26866,Upper Tract,WV,-79.2586,38.795,728.7445492931606,227.03636219225655
26884,Seneca Rocks,WV,-79.3866,38.8296,726.8142771672333,226.71598608226554
26886,Onego,WV,-79.4507,38.8017,725.9958664332071,227.39443230125357
27006,Advance,NC,-80.4463,36.0065,720.4364773945338,281.80839655376747
27007,Ararat,NC,-80.5895,36.3859,717.1668649247586,275.09810787017545
27009,Belews Creek,NC,-80.093,36.2269,724.9604838986406,276.8407978592056
27010,Bethania,NC,-80.3387,36.183,721.4796856611838,278.2633033364265
27011,Boonville,NC,-80.6357,36.234,716.9486840721088,278.0351730357946
27012,Clemmons,NC,-80.3962,36.0341,721.0913193727574,281.17280795170495
27013,Cleveland,NC,-80.7113,35.7374,717.3342629500262,287.45533873146064
27014,Cooleemee,NC,-80.5559,35.8104,719.4156339378069,285.72196269299343
27016,Danbury,NC,-80.2194,36.4559,722.3866733537823,272.8962140753325
27017,Dobson,NC,-80.7101,36.3698,715.4427427577622,275.6865273648581
27018,East Bend,NC,-80.5284,36.2032,718.6230225013098,278.34946728955083
27019,Germanton,NC,-80.2254,36.2725,722.8698246913435,276.32084269290704
27020,Hamptonville,NC,-80.8137,36.1242,714.6558751745868,280.50361852730964
27021,King,NC,-80.356,36.295,720.878891923016,276.22293860708896
27022,Lawsonville,NC,-80.2103,36.5132,722.3415716230429,271.80844621333506
27023,Lewisville,NC,-80.4206,36.0967,720.5385777925603,280.06831542857435
27024,Lowgap,NC,-80.7889,36.503,713.8838154606433,273.39504349575043
27025,Madison,NC,-79.9654,36.3695,726.3866847902681,273.87230186651334
27027,Mayodan,NC,-79.9567,36.4277,726.3301170459688,272.76894729784567
27028,Mocksville,NC,-80.537,35.922,719.3548471656895,283.6005407309127
27030,Mount Airy,NC,-80.6119,36.5007,716.4887530838458,273.01598408552763
27031,White Plains,NC,-80.7081,36.3994,715.3827567731344,275.130948448498
27040,Pfafftown,NC,-80.3798,36.1669,720.9238679329538,278.66324494951857
