lat,lon
-77.6463,37.5974
-77.4932,37.5242
-77.4161,37.5313
-77.4932,37.5242
-77.3329,37.5075
-77.4161,37.5313
-77.4932,37.5242
-77.4512,37.5494
-77.4932,37.5242
-77.4161,37.5313
-77.4932,37.5242
-77.5451,37.6329
