zip,place,state,lat,lon
30287,Morrow,GA,33.5007,-84.3513
30288,Conley,GA,33.6369,-84.3371
30289,Turin,GA,33.326,-84.6371
30290,Tyrone,GA,33.4719,-84.5914
30291,Union City,GA,33.5832,-84.5499
30292,Williamson,GA,33.1598,-84.3795
30293,Woodbury,GA,32.9813,-84.5986
30294,Ellenwood,GA,33.6166,-84.2939
30295,Zebulon,GA,33.1002,-84.3108
30296,Riverdale,GA,33.5667,-84.4364
30297,Forest Park,GA,33.6115,-84.3745
30298,Forest Park,GA,33.5007,-84.3513
30301,Atlanta,GA,33.8444,-84.4741
30302,Atlanta,GA,33.749,-84.388
30303,Atlanta,GA,33.7525,-84.3888
30304,Atlanta,GA,33.8482,-84.4293
30305,Atlanta,GA,33.832,-84.3851
30306,Atlanta,GA,33.786,-84.3514
30307,Atlanta,GA,33.7691,-84.336
30308,Atlanta,GA,33.7718,-84.3757
30309,Atlanta,GA,33.7984,-84.3883
30310,Atlanta,GA,33.7278,-84.4232
30311,Atlanta,GA,33.723,-84.4702
30312,Atlanta,GA,33.7467,-84.3781
30313,Atlanta,GA,33.7683,-84.3935
30314,Atlanta,GA,33.7561,-84.4255
30315,Atlanta,GA,33.7051,-84.3808
30316,Atlanta,GA,33.7217,-84.3339
30317,Atlanta,GA,33.7498,-84.3169
30318,Atlanta,GA,33.7865,-84.4454
30319,Atlanta,GA,33.8687,-84.3351
30320,Atlanta,GA,33.6568,-84.4236
30321,Atlanta,GA,33.749,-84.388
30322,Atlanta,GA,33.7952,-84.3248
30324,Atlanta,GA,33.8206,-84.3549
30325,Atlanta,GA,33.8444,-84.4741
30326,Atlanta,GA,33.8482,-84.3582
30327,Atlanta,GA,33.8627,-84.42
30328,Atlanta,GA,33.9335,-84.3958
30329,Atlanta,GA,33.8236,-84.3214
30331,Atlanta,GA,33.7224,-84.5205
30332,Atlanta,GA,33.7763,-84.398
30333,Atlanta,GA,33.8913,-84.0746
30334,Atlanta,GA,33.7489,-84.3872
30336,Atlanta,GA,33.7406,-84.5545
30337,Atlanta,GA,33.6428,-84.4618
30338,Atlanta,GA,33.9669,-84.3249
30339,Atlanta,GA,33.8713,-84.4629
30340,Atlanta,GA,33.8932,-84.2539
30341,Atlanta,GA,33.8879,-84.2905
30342,Atlanta,GA,33.8842,-84.3761
30343,Atlanta,GA,33.749,-84.388
30344,Atlanta,GA,33.6919,-84.448
30345,Atlanta,GA,33.8513,-84.287
30346,Atlanta,GA,33.9267,-84.3334
30348,Atlanta,GA,33.8444,-84.4741
30349,Atlanta,GA,33.6053,-84.4813
30350,Atlanta,GA,33.9795,-84.3411
30353,Atlanta,GA,33.749,-84.388
30354,Atlanta,GA,33.6675,-84.3896
30355,Atlanta,GA,33.8444,-84.4741
30356,Atlanta,GA,33.8913,-84.0746
30357,Atlanta,GA,33.8444,-84.4741
30358,Atlanta,GA,33.749,-84.388
30359,Atlanta,GA,33.8913,-84.0746
30360,Atlanta,GA,33.9378,-84.2716
30361,Atlanta,GA,33.8444,-84.4741
30362,Atlanta,GA,33.8913,-84.0746
30363,Atlanta,GA,33.791,-84.3992
30364,Atlanta,GA,33.8444,-84.4741
30366,Atlanta,GA,33.8913,-84.0746
30368,Atlanta,GA,33.8444,-84.4741
30370,Atlanta,GA,33.749,-84.388
30371,Atlanta,GA,33.8444,-84.4741
30374,Atlanta,GA,33.749,-84.388
30375,Atlanta,GA,33.8444,-84.4741
30392,Atlanta,GA,33.749,-84.388
30396,Atlanta,GA,33.8444,-84.4741
30401,Swainsboro,GA,32.5699,-82.3462
30410,Ailey,GA,32.2143,-82.4762
30411,Alamo,GA,32.133,-82.7944
30412,Alston,GA,32.0775,-82.4825
30413,Bartow,GA,32.8632,-82.4708
30414,Bellville,GA,32.1524,-81.9743
30415,Brooklet,GA,32.294,-81.628
30417,Claxton,GA,32.165,-81.908
30420,Cobbtown,GA,32.2642,-82.1333
30421,Collins,GA,32.1852,-82.1095
30423,Daisy,GA,32.1519,-81.8346
30424,Dover,GA,32.5771,-81.7151
30425,Garfield,GA,32.6549,-82.1002
30426,Girard,GA,33.0437,-81.7106
30427,Glennville,GA,31.9467,-81.9483
30428,Glenwood,GA,32.1572,-82.6759
30429,Hagan,GA,32.156,-81.9337
30434,Louisville,GA,33.0163,-82.3836
30436,Lyons,GA,32.1711,-82.3078
30438,Manassas,GA,32.1605,-82.0196
30439,Metter,GA,32.401,-82.0607
30441,Midville,GA,32.8638,-82.2042
30442,Millen,GA,32.7877,-81.9618
30445,Mount Vernon,GA,32.184,-82.5867
30446,Newington,GA,32.581,-81.4826
30447,Norristown,GA,32.5041,-82.4848
30448,Nunez,GA,32.4759,-82.3726
30449,Oliver,GA,32.5281,-81.5332
30450,Portal,GA,32.555,-81.9123
30451,Pulaski,GA,32.3902,-81.9568
30452,Register,GA,32.3382,-81.8728
30453,Reidsville,GA,32.0548,-82.1478
30454,Rockledge,GA,32.3915,-82.7479
30455,Rocky Ford,GA,32.723,-81.7933
30456,Sardis,GA,32.9809,-81.773
30457,Soperton,GA,32.3869,-82.5871
30458,Statesboro,GA,32.4408,-81.774
30459,Statesboro,GA,32.447,-81.7777
30460,Statesboro,GA,32.4179,-81.7823
30461,Statesboro,GA,32.45,-81.7158
30464,Stillmore,GA,32.4421,-82.2151
30467,Sylvania,GA,32.7439,-81.6287
30470,Tarrytown,GA,32.3188,-82.5593
30471,Twin City,GA,32.6129,-82.1979
30473,Uvalda,GA,32.0483,-82.5089
30474,Vidalia,GA,32.1934,-82.4067
30475,Vidalia,GA,32.1775,-82.3739
30477,Wadley,GA,32.8747,-82.4025
30499,Reidsville,GA,32.0869,-82.1179
30501,Gainesville,GA,34.3073,-83.8256
30502,Chestnut Mountain,GA,34.213,-83.7949
30503,Gainesville,GA,34.3454,-83.9505
30504,Gainesville,GA,34.2723,-83.8793
30506,Gainesville,GA,34.3562,-83.8882
30507,Gainesville,GA,34.2591,-83.7716
30510,Alto,GA,34.4591,-83.602
30511,Baldwin,GA,34.4574,-83.476
30512,Blairsville,GA,34.8763,-83.992
30513,Blue Ridge,GA,34.8555,-84.3281
30514,Blairsville,GA,34.8762,-83.9582
30515,Buford,GA,33.9604,-84.0379
30516,Bowersville,GA,34.3996,-83.0484
30517,Braselton,GA,34.1389,-83.7812
30518,Buford,GA,34.1124,-83.9965
30519,Buford,GA,34.0797,-83.9308
30520,Canon,GA,34.3478,-83.1267
30521,Carnesville,GA,34.3631,-83.2547
30522,Cherry Log,GA,34.7804,-84.3908
30523,Clarkesville,GA,34.645,-83.5243
30525,Clayton,GA,34.8826,-83.4065
30527,Clermont,GA,34.4761,-83.7853
30528,Cleveland,GA,34.5839,-83.75
30529,Commerce,GA,34.2134,-83.448
30530,Commerce,GA,34.1683,-83.4022
30531,Cornelia,GA,34.5209,-83.5453
30533,Dahlonega,GA,34.5299,-83.9798
30534,Dawsonville,GA,34.4537,-84.155
30535,Demorest,GA,34.5756,-83.5696
30536,Ellijay,GA,34.655,-84.3554
30537,Dillard,GA,34.9777,-83.3199
30538,Eastanollee,GA,34.5037,-83.2587
30539,East Ellijay,GA,34.684,-84.4727
30540,Ellijay,GA,34.6775,-84.4812
30541,Epworth,GA,34.9129,-84.5391
30542,Flowery Branch,GA,34.1819,-83.9024
30543,Gillsville,GA,34.3001,-83.6757
30545,Helen,GA,34.6866,-83.7399
30546,Hiawassee,GA,34.9063,-83.7274
30547,Homer,GA,34.3563,-83.4974
30548,Hoschton,GA,34.0866,-83.7803
30549,Jefferson,GA,34.1062,-83.5708
30552,Lakemont,GA,34.7617,-83.4038
30553,Lavonia,GA,34.4528,-83.113
30554,Lula,GA,34.3876,-83.6663
30555,Mc Caysville,GA,34.9739,-84.4291
30557,Martin,GA,34.487,-83.1849
30558,Maysville,GA,34.2529,-83.5616
30559,Mineral Bluff,GA,34.9341,-84.2541
30560,Morganton,GA,34.8714,-84.2115
30562,Mountain City,GA,34.9181,-83.3854
30563,Mount Airy,GA,34.5678,-83.4713
30564,Murrayville,GA,34.4342,-83.8949
30565,Nicholson,GA,34.097,-83.421
30566,Oakwood,GA,34.2372,-83.894
30567,Pendergrass,GA,34.1796,-83.6634
30568,Rabun Gap,GA,34.9576,-83.3901
30571,Sautee Nacoochee,GA,34.7162,-83.6931
30572,Suches,GA,34.7253,-84.0496
30573,Tallulah Falls,GA,34.742,-83.3977
30575,Talmo,GA,34.1951,-83.7187
30576,Tiger,GA,34.8174,-83.4333
30577,Toccoa,GA,34.5665,-83.3114
30580,Turnerville,GA,34.6766,-83.4358
30581,Wiley,GA,34.8045,-83.4191
30582,Young Harris,GA,34.9588,-83.8688
30597,Dahlonega,GA,34.5277,-83.9809
30598,Toccoa Falls,GA,34.5942,-83.3557
30599,Commerce,GA,34.204,-83.4571
30601,Athens,GA,33.9761,-83.3632
30602,Athens,GA,33.9433,-83.3724
30603,Athens,GA,33.9609,-83.3779
30604,Athens,GA,33.9443,-83.3891
30605,Athens,GA,33.9321,-83.3525
30606,Athens,GA,33.9461,-83.418
30607,Athens,GA,34.007,-83.4278
30608,Athens,GA,33.9443,-83.3891
30609,Athens,GA,33.9464,-83.3774
30612,Athens,GA,33.9443,-83.3891
30619,Arnoldsville,GA,33.8803,-83.2341
30620,Bethlehem,GA,33.9261,-83.7282
30621,Bishop,GA,33.8081,-83.4777
30622,Bogart,GA,33.934,-83.5055
30623,Bostwick,GA,33.7373,-83.5143
30624,Bowman,GA,34.1919,-83.0284
30625,Buckhead,GA,33.5368,-83.3435
30627,Carlton,GA,33.9852,-83.0038
30628,Colbert,GA,34.0382,-83.2191
30629,Comer,GA,34.0888,-83.122
30630,Crawford,GA,33.9076,-83.1646
30631,Crawfordville,GA,33.5708,-82.8872
30633,Danielsville,GA,34.1708,-83.2758
30634,Dewy Rose,GA,34.1853,-82.9434
30635,Elberton,GA,34.1082,-82.8448
30638,Farmington,GA,33.7558,-83.4201
30639,Franklin Springs,GA,34.2743,-83.147
30641,Good Hope,GA,33.7613,-83.595
30642,Greensboro,GA,33.5637,-83.1702
30643,Hartwell,GA,34.3571,-82.9296
30645,High Shoals,GA,33.8013,-83.5164
30646,Hull,GA,34.0478,-83.311
30647,Ila,GA,34.1726,-83.2921
30648,Lexington,GA,33.8799,-83.0858
30650,Madison,GA,33.5947,-83.4618
30655,Monroe,GA,33.7883,-83.7013
30656,Monroe,GA,33.8386,-83.7104
30660,Rayle,GA,33.7856,-82.9504
30662,Royston,GA,34.2778,-83.1406
30663,Rutledge,GA,33.6163,-83.6023
30664,Sharon,GA,33.56,-82.7948
30665,Siloam,GA,33.5368,-83.081
30666,Statham,GA,33.9602,-83.5893
30667,Stephens,GA,33.7715,-83.1159
30668,Tignall,GA,33.8778,-82.747
30669,Union Point,GA,33.6345,-83.0879
30671,Maxeys,GA,33.7405,-83.1706
30673,Washington,GA,33.7265,-82.7429
30677,Watkinsville,GA,33.8542,-83.408
30678,White Plains,GA,33.4581,-83.0802
30680,Winder,GA,33.9985,-83.7115
30683,Winterville,GA,33.9543,-83.2906
30701,Calhoun,GA,34.4965,-84.9345
30703,Calhoun,GA,34.5026,-84.9511
30705,Chatsworth,GA,34.7589,-84.7943
30707,Chickamauga,GA,34.858,-85.3221
30708,Cisco,GA,34.9618,-84.6646
30710,Cohutta,GA,34.9326,-84.9458
30711,Crandall,GA,34.9412,-84.7645
30719,Dalton,GA,34.7698,-84.9702
30720,Dalton,GA,34.7635,-84.9875
30721,Dalton,GA,34.7792,-84.9339
30722,Dalton,GA,34.7595,-84.9513
30724,Eton,GA,34.8251,-84.7633
30725,Flintstone,GA,34.9252,-85.3524
30726,Graysville,GA,34.9765,-85.1413
30728,La Fayette,GA,34.692,-85.2602
30730,Lyerly,GA,34.403,-85.4038
30731,Menlo,GA,34.5864,-85.4774
30732,Oakman,GA,34.569,-84.7119
30733,Plainville,GA,34.4145,-85.0312
30734,Ranger,GA,34.5404,-84.727
30735,Resaca,GA,34.5833,-84.9068
30736,Ringgold,GA,34.9205,-85.1549
30738,Rising Fawn,GA,34.8139,-85.5019
30739,Rock Spring,GA,34.8065,-85.2415
30740,Rocky Face,GA,34.7745,-85.0561
30741,Rossville,GA,34.9535,-85.2968
30742,Fort Oglethorpe,GA,34.9506,-85.2432
30746,Sugar Valley,GA,34.5519,-85.026
30747,Summerville,GA,34.4859,-85.3362
30750,Lookout Mountain,GA,34.9335,-85.3794
30751,Tennga,GA,34.9814,-84.7352
30752,Trenton,GA,34.9017,-85.5171
30753,Trion,GA,34.5468,-85.3112
30755,Tunnel Hill,GA,34.8541,-85.0468
30756,Varnell,GA,34.9012,-84.9738
30757,Wildwood,GA,34.9779,-85.4305
30802,Appling,GA,33.6271,-82.2856
30803,Avera,GA,33.141,-82.515
30805,Blythe,GA,33.2941,-82.203
30806,Boneville,GA,33.528,-82.5104
30807,Camak,GA,33.4535,-82.646
30808,Dearing,GA,33.407,-82.3955
30809,Evans,GA,33.5412,-82.1398
30810,Gibson,GA,33.2471,-82.5766
30811,Gough,GA,33.0918,-82.2265
30812,Gracewood,GA,33.3726,-82.0321
30813,Grovetown,GA,33.4504,-82.1982
30814,Harlem,GA,33.417,-82.3097
30815,Hephzibah,GA,33.3433,-82.0887
30816,Keysville,GA,33.1719,-82.1834
30817,Lincolnton,GA,33.7773,-82.4435
30818,Matthews,GA,33.2652,-82.3294
30819,Mesena,GA,33.4599,-82.5901
30820,Mitchell,GA,33.2052,-82.6817
30821,Norwood,GA,33.4789,-82.7356
30822,Perkins,GA,32.9129,-81.8538
30823,Stapleton,GA,33.1894,-82.4597
30824,Thomson,GA,33.4774,-82.4942
30828,Warrenton,GA,33.4091,-82.6357
30830,Waynesboro,GA,33.1013,-81.9908
30833,Wrens,GA,33.2104,-82.381
30901,Augusta,GA,33.4601,-81.973
30903,Augusta,GA,33.49014,-82.16265
30904,Augusta,GA,33.4737,-82.0131
30905,Augusta,GA,33.413,-82.1337
30906,Augusta,GA,33.3589,-82.0099
30907,Augusta,GA,33.5229,-82.0852
30909,Augusta,GA,33.4717,-82.0834
30912,Augusta,GA,33.4705,-81.9881
30914,Augusta,GA,33.386,-82.091
30917,Augusta,GA,33.5277,-82.2355
30919,Augusta,GA,33.386,-82.091
31001,Abbeville,GA,31.9648,-83.3068
31002,Adrian,GA,32.5635,-82.5695
31003,Allentown,GA,32.6064,-83.2095
31004,Bolingbroke,GA,32.947,-83.8006
31005,Bonaire,GA,32.546,-83.6047
31006,Butler,GA,32.5726,-84.2343
31007,Byromville,GA,32.189,-83.9332
31008,Byron,GA,32.6181,-83.789
31009,Cadwell,GA,32.3174,-83.0268
31010,Cordele,GA,31.9172,-83.7854
31011,Chauncey,GA,32.1046,-83.0646
31012,Chester,GA,32.3982,-83.174
31013,Clinchfield,GA,32.3386,-83.6926
31014,Cochran,GA,32.3981,-83.3229
31015,Cordele,GA,31.9566,-83.7835
31016,Culloden,GA,32.9003,-84.0626
31017,Danville,GA,32.6057,-83.2454
31018,Davisboro,GA,32.9443,-82.6227
31019,Dexter,GA,32.4356,-83.0528
31020,Dry Branch,GA,32.7151,-83.4558
31021,Dublin,GA,32.4593,-82.9381
31022,Dudley,GA,32.5259,-83.0899
31023,Eastman,GA,32.2084,-83.186
31024,Eatonton,GA,33.3127,-83.3628
31025,Elko,GA,32.3336,-83.7304
31026,Eatonton,GA,33.3304,-83.377
31027,East Dublin,GA,32.5482,-82.8718
31028,Centerville,GA,32.6344,-83.6768
31029,Forsyth,GA,33.0508,-83.9362
31030,Fort Valley,GA,32.5496,-83.8887
31031,Gordon,GA,32.8813,-83.3029
31032,Gray,GA,33.0172,-83.54
31033,Haddock,GA,33.0519,-83.4312
31034,Hardwick,GA,33.0227,-83.247
31035,Harrison,GA,32.842,-82.7159
31036,Hawkinsville,GA,32.2778,-83.4948
31037,Mc Rae Helena,GA,32.0738,-82.9146
31038,Hillsboro,GA,33.1421,-83.6404
31039,Howard,GA,32.596,-84.3844
31040,Dublin,GA,32.5401,-82.915
31041,Ideal,GA,32.3696,-84.188
31042,Irwinton,GA,32.8088,-83.174
31044,Jeffersonville,GA,32.63885,-83.39336
31045,Jewell,GA,33.2963,-82.7774
31046,Juliette,GA,33.1194,-83.8235
31047,Kathleen,GA,32.4672,-83.6128
31049,Kite,GA,32.7078,-82.5274
31050,Knoxville,GA,32.7243,-83.9977
31051,Lilly,GA,32.1471,-83.8774
31052,Lizella,GA,32.7773,-83.825
31054,Mc Intyre,GA,32.8468,-83.204
31055,Mc Rae Helena,GA,32.068,-82.9007
31057,Marshallville,GA,32.452,-83.9435
31058,Mauk,GA,32.509,-84.3999
31059,Milledgeville,GA,33.0846,-83.238
31060,Milan,GA,31.9618,-83.0588
31061,Milledgeville,GA,33.08,-83.2379
31062,Milledgeville,GA,33.0491,-83.2174
31063,Montezuma,GA,32.3026,-84.0041
31064,Monticello,GA,33.3118,-83.714
31065,Montrose,GA,32.5619,-83.1601
31066,Musella,GA,32.8202,-84.0456
31067,Oconee,GA,32.8554,-82.9499
31068,Oglethorpe,GA,32.2842,-84.083
31069,Perry,GA,32.4605,-83.7283
31070,Pinehurst,GA,32.1967,-83.7209
31071,Pineview,GA,32.0907,-83.5158
31072,Pitts,GA,31.9425,-83.5579
31075,Rentz,GA,32.3799,-82.967
31076,Reynolds,GA,32.5541,-84.1011
31077,Rhine,GA,31.938,-83.1837
31078,Roberta,GA,32.7222,-84.0451
31079,Rochelle,GA,31.9491,-83.445
31081,Rupert,GA,32.4325,-84.2738
31082,Sandersville,GA,32.975,-82.8406
31083,Scotland,GA,32.0488,-82.8171
31084,Seville,GA,31.9605,-83.601
31085,Shady Dale,GA,33.435,-83.6269
31086,Smarr,GA,32.9895,-83.8761
31087,Sparta,GA,33.2571,-83.0892
31088,Warner Robins,GA,32.5934,-83.6416
31089,Tennille,GA,32.9063,-82.84
31090,Toomsboro,GA,32.8219,-83.0844
31091,Unadilla,GA,32.2558,-83.7447
31092,Vienna,GA,32.0913,-83.7922
31093,Warner Robins,GA,32.6368,-83.6395
31094,Warthen,GA,33.1255,-82.8039
31095,Warner Robins,GA,32.4874,-83.6697
31096,Wrightsville,GA,32.7219,-82.7262
31097,Yatesville,GA,32.9156,-84.1593
31098,Warner Robins,GA,32.6181,-83.5739
31099,Warner Robins,GA,32.6462,-83.6513
31106,Atlanta,GA,33.8444,-84.4741
31119,Atlanta,GA,33.8913,-84.0746
31126,Atlanta,GA,33.8444,-84.4741
31136,Atlanta,GA,33.7473,-84.3824
31139,Atlanta,GA,33.8444,-84.4741
31141,Atlanta,GA,33.8913,-84.0746
31144,Kennesaw,GA,34.0233,-84.6156
31145,Atlanta,GA,33.8913,-84.0746
31150,Atlanta,GA,33.8444,-84.4741
31169,Peachtree City,GA,33.3967,-84.5958
31192,Atlanta,GA,33.8444,-84.4741
31201,Macon,GA,32.8095,-83.6168
31202,Macon,GA,32.8407,-83.6324
31203,Macon,GA,32.8067,-83.6913
31204,Macon,GA,32.8424,-83.6766
31205,Macon,GA,32.8067,-83.6913
31206,Macon,GA,32.7914,-83.679
31207,Macon,GA,32.8304,-83.6486
31208,Macon,GA,32.8067,-83.6913
31210,Macon,GA,32.8926,-83.7455
31211,Macon,GA,32.8869,-83.6021
31213,Macon,GA,32.8393,-83.6388
31216,Macon,GA,32.7486,-83.7477
31217,Macon,GA,32.8118,-83.565
31220,Macon,GA,32.8595,-83.802
31221,Macon,GA,32.8407,-83.6324
31295,Macon,GA,32.8102,-83.569
31296,Macon,GA,32.8067,-83.6913
31297,Macon,GA,32.7004,-83.6572
31301,Allenhurst,GA,31.7741,-81.6186
31302,Bloomingdale,GA,32.1177,-81.3085
31303,Clyo,GA,32.5126,-81.3086
31304,Crescent,GA,31.5094,-81.3695
31305,Darien,GA,31.3826,-81.4312
31307,Eden,GA,32.1736,-81.3992
31308,Ellabell,GA,32.1273,-81.4983
31309,Fleming,GA,31.8645,-81.4232
31310,Hinesville,GA,31.8068,-81.4371
31312,Guyton,GA,32.314,-81.3896
31313,Hinesville,GA,31.8513,-81.6072
31314,Fort Stewart,GA,31.8701,-81.6318
31315,Fort Stewart,GA,31.8938,-81.5902
31316,Ludowici,GA,31.7705,-81.7453
31318,Meldrim,GA,32.1499,-81.3722
31319,Meridian,GA,31.459,-81.3689
31320,Midway,GA,31.8018,-81.3909
31321,Pembroke,GA,32.1812,-81.6656
31322,Pooler,GA,32.1149,-81.252
31323,Riceboro,GA,31.7357,-81.4671
31324,Richmond Hill,GA,31.8962,-81.294
31326,Rincon,GA,32.296,-81.2354
31327,Sapelo Island,GA,31.3974,-81.2787
31328,Tybee Island,GA,32.0068,-80.8509
31329,Springfield,GA,32.3697,-81.3618
31331,Townsend,GA,31.5673,-81.4182
31333,Walthourville,GA,31.7705,-81.6208
31401,Savannah,GA,32.0749,-81.0883
31402,Savannah,GA,32.0835,-81.0998
31403,Savannah,GA,31.9714,-81.0716
31404,Savannah,GA,32.0543,-81.0492
31405,Savannah,GA,32.0391,-81.1242
31406,Savannah,GA,31.989,-81.0979
31407,Port Wentworth,GA,32.1491,-81.1632
31408,Savannah,GA,32.1082,-81.1746
31409,Savannah,GA,32.0093,-81.157
31410,Savannah,GA,32.0175,-80.997
31411,Savannah,GA,31.9268,-81.0381
31412,Savannah,GA,32.0835,-81.0998
31414,Savannah,GA,31.9714,-81.0716
31415,Savannah,GA,32.0753,-81.1289
31416,Savannah,GA,32.0053,-81.0477
31418,Savannah,GA,31.9714,-81.0716
31419,Savannah,GA,31.9959,-81.2358
31420,Savannah,GA,31.9714,-81.0716
31501,Waycross,GA,31.2243,-82.3596
31502,Waycross,GA,31.2137,-82.3557
31510,Alma,GA,31.5465,-82.4633
31512,Ambrose,GA,31.5367,-82.9976
31513,Baxley,GA,31.7837,-82.3486
31515,Baxley,GA,31.7783,-82.3485
31516,Blackshear,GA,31.2931,-82.2617
31518,Bristol,GA,31.4833,-82.215
31519,Broxton,GA,31.6484,-82.905
31520,Brunswick,GA,31.1807,-81.4949
31521,Brunswick,GA,31.15,-81.4915
31522,Saint Simons Island,GA,31.23,-81.3502
31523,Brunswick,GA,31.2189,-81.546
31524,Brunswick,GA,31.222,-81.4826
31525,Brunswick,GA,31.2804,-81.5305
31527,Jekyll Island,GA,31.074,-81.4128
31532,Denton,GA,31.7226,-82.7526
31533,Douglas,GA,31.4973,-82.8465
31534,Douglas,GA,31.5088,-82.8499
31535,Douglas,GA,31.4551,-82.8561
31537,Folkston,GA,30.8508,-82.0116
31539,Hazlehurst,GA,31.8606,-82.5909
31542,Hoboken,GA,31.1431,-82.1207
31543,Hortense,GA,31.32843,-81.83121
31544,Jacksonville,GA,31.8481,-82.975
31545,Jesup,GA,31.6043,-81.8871
31546,Jesup,GA,31.5319,-81.8049
31547,Kings Bay,GA,30.7906,-81.5607
31548,Kingsland,GA,30.7977,-81.7075
31549,Lumber City,GA,31.9251,-82.7073
31550,Manor,GA,31.1088,-82.5742
31551,Mershon,GA,31.4783,-82.217
31552,Millwood,GA,31.2506,-82.6441
31553,Nahunta,GA,31.1827,-81.9722
31554,Nicholls,GA,31.4498,-82.6032
31555,Odum,GA,31.6999,-81.9943
31556,Offerman,GA,31.4126,-82.1155
31557,Patterson,GA,31.3903,-82.1274
31558,Saint Marys,GA,30.7305,-81.5465
31560,Screven,GA,31.5168,-82.0397
31561,Sea Island,GA,31.1989,-81.3322
31562,Saint George,GA,30.5224,-82.0376
31563,Surrency,GA,31.6489,-82.1982
31564,Waresboro,GA,31.248,-82.4737
31565,Waverly,GA,31.0427,-81.5697
31566,Waynesville,GA,31.2448,-81.8039
31567,West Green,GA,31.6143,-82.7243
31568,White Oak,GA,30.9952,-81.7782
31569,Woodbine,GA,30.9437,-81.6783
31598,Jesup,GA,31.5782,-81.8802
31601,Valdosta,GA,30.7539,-83.3321
31602,Valdosta,GA,30.8931,-83.3278
31603,Valdosta,GA,30.828,-83.2522
31605,Valdosta,GA,30.946,-83.2474
31606,Valdosta,GA,30.7989,-83.1891
31620,Adel,GA,31.1251,-83.4213
31622,Alapaha,GA,31.394,-83.2132
31623,Argyle,GA,31.0744,-82.644
31624,Axson,GA,31.3035,-82.7319
31625,Barney,GA,31.0074,-83.5219
31626,Boston,GA,30.7855,-83.7971
31627,Cecil,GA,31.0403,-83.3915
31629,Dixie,GA,30.7722,-83.6792
31630,Du Pont,GA,30.9885,-82.8715
31631,Fargo,GA,30.6819,-82.5665
31632,Hahira,GA,30.9913,-83.3727
31634,Homerville,GA,31.0509,-82.7613
31635,Lakeland,GA,31.0381,-83.0889
31636,Lake Park,GA,30.6906,-83.1753
31637,Lenox,GA,31.2664,-83.4481
31638,Morven,GA,30.9416,-83.4993
31639,Nashville,GA,31.2074,-83.2319
31641,Naylor,GA,30.8985,-83.1224
31642,Pearson,GA,31.3106,-82.8591
31643,Quitman,GA,30.7797,-83.5567
31645,Ray City,GA,31.0825,-83.2143
31647,Sparks,GA,31.179,-83.4476
31648,Statenville,GA,30.7065,-83.019
31649,Stockton,GA,31.0229,-83.0139
31650,Willacoochee,GA,31.3455,-83.0449
31698,Valdosta,GA,30.8485,-83.2878
31699,Moody Afb,GA,30.9785,-83.2165
31701,Albany,GA,31.5678,-84.1619
31702,Albany,GA,31.5948,-84.1948
31703,Albany,GA,31.5785,-84.1557
31704,Albany,GA,31.55,-84.0612
31705,Albany,GA,31.5464,-84.0783
31706,Albany,GA,31.5593,-84.1765
31707,Albany,GA,31.5789,-84.2118
31708,Albany,GA,31.5911,-84.1324
31709,Americus,GA,32.0404,-84.2153
31711,Andersonville,GA,32.1559,-84.164
31712,Arabi,GA,31.8496,-83.7277
31714,Ashburn,GA,31.7059,-83.6608
31716,Baconton,GA,31.3878,-84.1135
31719,Americus,GA,32.0833,-84.2975
31720,Barwick,GA,30.8902,-83.7407
31721,Albany,GA,31.5105,-84.3087
31722,Berlin,GA,31.0682,-83.6238
31727,Brookfield,GA,31.4417,-83.5037
31730,Camilla,GA,31.2199,-84.2297
31733,Chula,GA,31.5439,-83.5509
31735,Cobb,GA,31.9617,-83.9581
31738,Coolidge,GA,30.9859,-83.8752
31739,Cotton,GA,31.1616,-84.0668
31743,De Soto,GA,31.9502,-84.0271
31744,Doerun,GA,31.3136,-83.9253
31747,Ellenton,GA,31.1789,-83.5889
31749,Enigma,GA,31.3736,-83.3552
31750,Fitzgerald,GA,31.7248,-83.2495
31753,Funston,GA,31.2054,-83.8776
31756,Hartsfield,GA,31.2173,-83.9704
31757,Thomasville,GA,30.8536,-83.8883
31758,Thomasville,GA,30.8366,-83.9788
31760,Irwinville,GA,31.7063,-83.4086
31763,Leesburg,GA,31.6812,-84.1593
31764,Leslie,GA,31.954,-84.0783
31765,Meigs,GA,31.0625,-84.0824
31768,Moultrie,GA,31.1792,-83.7641
31769,Mystic,GA,31.6209,-83.2498
31771,Norman Park,GA,31.2462,-83.6549
31772,Oakfield,GA,31.7798,-83.9706
31773,Ochlocknee,GA,30.9742,-84.055
31774,Ocilla,GA,31.5929,-83.2565
31775,Omega,GA,31.33,-83.5974
31776,Moultrie,GA,31.1727,-83.7924
31778,Pavo,GA,30.9401,-83.7409
31779,Pelham,GA,31.1272,-84.1564
31780,Plains,GA,32.0339,-84.3586
31781,Poulan,GA,31.5384,-83.7843
31782,Putney,GA,31.5431,-84.2196
31783,Rebecca,GA,31.7979,-83.5235
31784,Sale City,GA,31.26,-84.0422
31787,Smithville,GA,31.8847,-84.2271
31788,Moultrie,GA,31.0855,-83.6821
31789,Sumner,GA,31.513,-83.7385
31790,Sycamore,GA,31.6553,-83.6064
31791,Sylvester,GA,31.5393,-83.8607
31792,Thomasville,GA,30.8385,-83.9696
31793,Tifton,GA,31.4619,-83.5873
31794,Tifton,GA,31.4639,-83.4999
