zip,place,state,lat,lon
00501,Holtsville,NY,40.8154,-73.0451
01001,Agawam,MA,42.0702,-72.6227
01002,Amherst,MA,42.3671,-72.4646
01003,Amherst,MA,42.3919,-72.5248
01004,Amherst,MA,42.3845,-72.5132
01005,Barre,MA,42.4097,-72.1084
01007,Belchertown,MA,42.2751,-72.411
01008,Blandford,MA,42.1829,-72.9361
01009,Bondsville,MA,42.2061,-72.3405
01010,Brimfield,MA,42.1165,-72.1885
01011,Chester,MA,42.2794,-72.9888
01012,Chesterfield,MA,42.3923,-72.8256
01013,Chicopee,MA,42.1487,-72.6079
01014,Chicopee,MA,42.1707,-72.6048
01020,Chicopee,MA,42.1764,-72.5761
01021,Chicopee,MA,42.1707,-72.6048
01022,Chicopee,MA,42.1934,-72.5544
01026,Cummington,MA,42.4633,-72.9202
01027,Easthampton,MA,42.2668,-72.669
01028,East Longmeadow,MA,42.0672,-72.5056
01029,East Otis,MA,42.1909,-73.0517
01030,Feeding Hills,MA,42.0718,-72.6751
01031,Gilbertville,MA,42.3322,-72.1986
01032,Goshen,MA,42.4404,-72.7995
01033,Granby,MA,42.2557,-72.52
01034,Granville,MA,42.1127,-72.952
01035,Hadley,MA,42.3606,-72.5715
01036,Hampden,MA,42.0648,-72.4318
01037,Hardwick,MA,42.3479,-72.2253
01038,Hatfield,MA,42.3844,-72.6167
01039,Haydenville,MA,42.3818,-72.7032
01040,Holyoke,MA,42.202,-72.6262
01041,Holyoke,MA,42.2043,-72.6162
01050,Huntington,MA,42.2653,-72.8733
01053,Leeds,MA,42.3543,-72.7034
01054,Leverett,MA,42.4682,-72.4993
01056,Ludlow,MA,42.1728,-72.471
01057,Monson,MA,42.101,-72.3196
01059,North Amherst,MA,42.4104,-72.5309
01060,Northampton,MA,42.3223,-72.6313
01061,Northampton,MA,42.3696,-72.636
01062,Florence,MA,42.3219,-72.6928
01063,Northampton,MA,42.3179,-72.6402
01066,North Hatfield,MA,42.4112,-72.6223
01068,Oakham,MA,42.348,-72.0513
01069,Palmer,MA,42.1762,-72.3288
01070,Plainfield,MA,42.5144,-72.9183
01071,Russell,MA,42.1471,-72.8403
01072,Shutesbury,MA,42.482,-72.4213
01073,Southampton,MA,42.2247,-72.7194
01074,South Barre,MA,42.3854,-72.0954
01075,South Hadley,MA,42.2375,-72.5811
01077,Southwick,MA,42.0511,-72.7706
01079,Thorndike,MA,42.1929,-72.3296
01080,Three Rivers,MA,42.1819,-72.3624
01081,Wales,MA,42.0627,-72.2046
01082,Ware,MA,42.2618,-72.2583
01083,Warren,MA,42.204,-72.1994
01084,West Chesterfield,MA,42.3903,-72.8709
01085,Westfield,MA,42.1251,-72.7495
01086,Westfield,MA,42.1734,-72.848
01088,West Hatfield,MA,42.3906,-72.6469
01089,West Springfield,MA,42.1151,-72.6411
01090,West Springfield,MA,42.1707,-72.6048
01092,West Warren,MA,42.2029,-72.229
01093,Whately,MA,42.4427,-72.6525
01094,Wheelwright,MA,42.3582,-72.1408
01095,Wilbraham,MA,42.1245,-72.4464
01096,Williamsburg,MA,42.4085,-72.778
01097,Woronoco,MA,42.164,-72.8295
01098,Worthington,MA,42.3843,-72.9314
01101,Springfield,MA,42.1015,-72.5898
01102,Springfield,MA,42.1707,-72.6048
01103,Springfield,MA,42.1029,-72.5887
01104,Springfield,MA,42.1288,-72.5778
01105,Springfield,MA,42.0999,-72.5783
01106,Longmeadow,MA,42.0507,-72.5676
01107,Springfield,MA,42.1179,-72.6065
01108,Springfield,MA,42.0853,-72.5584
01109,Springfield,MA,42.1145,-72.5543
01111,Springfield,MA,42.1707,-72.6048
01115,Springfield,MA,42.1029,-72.5916
01116,Longmeadow,MA,42.1707,-72.6048
01118,Springfield,MA,42.0929,-72.5274
01119,Springfield,MA,42.1247,-72.5121
01128,Springfield,MA,42.0944,-72.4889
01129,Springfield,MA,42.1223,-72.4876
01138,Springfield,MA,42.1707,-72.6048
01144,Springfield,MA,42.1018,-72.5915
01151,Indian Orchard,MA,42.1532,-72.505
01152,Springfield,MA,42.1707,-72.6048
01199,Springfield,MA,42.1199,-72.605
01201,Pittsfield,MA,42.4531,-73.2471
01202,Pittsfield,MA,42.3929,-73.2285
01220,Adams,MA,42.6223,-73.1172
01222,Ashley Falls,MA,42.0596,-73.3202
01223,Becket,MA,42.3594,-73.1203
01224,Berkshire,MA,42.5126,-73.1929
01225,Cheshire,MA,42.5611,-73.158
01226,Dalton,MA,42.475,-73.1603
01227,Dalton,MA,42.4737,-73.1662
01229,Glendale,MA,42.2793,-73.3435
01230,Great Barrington,MA,42.1959,-73.3607
01235,Hinsdale,MA,42.4298,-73.0724
01236,Housatonic,MA,42.2653,-73.3745
01237,Lanesborough,MA,42.5173,-73.2282
01238,Lee,MA,42.299,-73.2317
01240,Lenox,MA,42.3642,-73.2713
01242,Lenox Dale,MA,42.3386,-73.2509
01243,Middlefield,MA,42.3561,-73.0104
01244,Mill River,MA,42.1228,-73.254
01245,Monterey,MA,42.1867,-73.2065
01247,North Adams,MA,42.6955,-73.08
01252,North Egremont,MA,42.1986,-73.4462
01253,Otis,MA,42.1931,-73.0918
01254,Richmond,MA,42.3784,-73.3645
01255,Sandisfield,MA,42.1094,-73.1163
01256,Savoy,MA,42.577,-73.0233
01257,Sheffield,MA,42.1001,-73.3611
01258,South Egremont,MA,42.1012,-73.4566
01259,Southfield,MA,42.078,-73.2609
01260,South Lee,MA,42.2779,-73.2773
01262,Stockbridge,MA,42.301,-73.3223
01263,Stockbridge,MA,42.3929,-73.2285
01264,Tyringham,MA,42.22,-73.1979
01266,West Stockbridge,MA,42.3348,-73.3825
01267,Williamstown,MA,42.7089,-73.2036
01270,Windsor,MA,42.515,-73.0412
01301,Greenfield,MA,42.6013,-72.6236
01302,Greenfield,MA,42.5222,-72.6242
01330,Ashfield,MA,42.5232,-72.811
01331,Athol,MA,42.5959,-72.2267
01337,Bernardston,MA,42.6952,-72.5772
01338,Buckland,MA,42.5736,-72.8213
01339,Charlemont,MA,42.608,-72.8901
01340,Colrain,MA,42.679,-72.7265
01341,Conway,MA,42.5138,-72.7025
01342,Deerfield,MA,42.5406,-72.6072
01343,Drury,MA,42.6427,-72.9862
01344,Erving,MA,42.6076,-72.4292
01346,Heath,MA,42.6853,-72.8391
01347,Lake Pleasant,MA,42.5566,-72.5181
01349,Millers Falls,MA,42.582,-72.4926
01350,Monroe Bridge,MA,42.7215,-72.9762
01351,Montague,MA,42.5429,-72.5328
01354,Gill,MA,42.6404,-72.4995
01355,New Salem,MA,42.5146,-72.3062
01360,Northfield,MA,42.6887,-72.451
01364,Orange,MA,42.6129,-72.2924
01366,Petersham,MA,42.4898,-72.1893
01367,Rowe,MA,42.6953,-72.9258
01368,Royalston,MA,42.6722,-72.1964
01370,Shelburne Falls,MA,42.6022,-72.7391
01373,South Deerfield,MA,42.4756,-72.6153
01375,Sunderland,MA,42.4539,-72.5676
01376,Turners Falls,MA,42.5954,-72.5557
01378,Warwick,MA,42.6671,-72.3397
01379,Wendell,MA,42.5656,-72.4009
01380,Wendell Depot,MA,42.5534,-72.3927
01420,Fitchburg,MA,42.5796,-71.8031
01430,Ashburnham,MA,42.6496,-71.9267
01431,Ashby,MA,42.6745,-71.8174
01432,Ayer,MA,42.5591,-71.5788
01434,Devens,MA,42.5385,-71.6115
01436,Baldwinville,MA,42.5936,-72.0646
01438,East Templeton,MA,42.5631,-72.037
01440,Gardner,MA,42.574,-71.9898
01441,Westminster,MA,42.5459,-71.9106
01450,Groton,MA,42.6124,-71.5584
01451,Harvard,MA,42.4986,-71.5753
01452,Hubbardston,MA,42.4865,-72.0012
01453,Leominster,MA,42.5274,-71.7563
01460,Littleton,MA,42.5401,-71.4877
01462,Lunenburg,MA,42.5884,-71.7266
01463,Pepperell,MA,42.6689,-71.5934
01464,Shirley,MA,42.5734,-71.6483
01467,Still River,MA,42.4871,-71.6131
01468,Templeton,MA,42.546,-72.065
01469,Townsend,MA,42.6525,-71.6896
01470,Groton,MA,42.6112,-71.5745
01472,West Groton,MA,42.6043,-71.6273
01473,Westminster,MA,42.5483,-71.9096
01474,West Townsend,MA,42.6678,-71.7522
01475,Winchendon,MA,42.6789,-72.0475
01501,Auburn,MA,42.2055,-71.8391
01503,Berlin,MA,42.3844,-71.6356
01504,Blackstone,MA,42.0287,-71.5269
01505,Boylston,MA,42.3377,-71.731
01506,Brookfield,MA,42.1991,-72.0989
01507,Charlton,MA,42.1379,-71.9664
01508,Charlton City,MA,42.1459,-71.9884
01509,Charlton Depot,MA,42.1731,-71.9787
01510,Clinton,MA,42.4181,-71.6828
01515,East Brookfield,MA,42.2193,-72.0481
01516,Douglas,MA,42.0528,-71.7509
01518,Fiskdale,MA,42.1228,-72.1178
01519,Grafton,MA,42.2004,-71.6868
01520,Holden,MA,42.342,-71.8414
01521,Holland,MA,42.0403,-72.1544
01522,Jefferson,MA,42.3755,-71.8706
01523,Lancaster,MA,42.451,-71.6868
01524,Leicester,MA,42.237,-71.9188
01525,Linwood,MA,42.0973,-71.6448
01526,Manchaug,MA,42.0945,-71.7476
01527,Millbury,MA,42.1968,-71.7644
01529,Millville,MA,42.0331,-71.5798
01531,New Braintree,MA,42.3198,-72.1306
01532,Northborough,MA,42.3182,-71.6464
01534,Northbridge,MA,42.1494,-71.6564
01535,North Brookfield,MA,42.2665,-72.0821
01536,North Grafton,MA,42.2297,-71.7037
01537,North Oxford,MA,42.1655,-71.886
01538,North Uxbridge,MA,42.0876,-71.6412
01540,Oxford,MA,42.1129,-71.8687
01541,Princeton,MA,42.4508,-71.8762
01542,Rochdale,MA,42.1997,-71.9069
01543,Rutland,MA,42.3762,-71.949
01545,Shrewsbury,MA,42.2848,-71.7205
01546,Shrewsbury,MA,42.3648,-71.8969
01550,Southbridge,MA,42.075,-72.0353
01560,South Grafton,MA,42.176,-71.6927
01561,South Lancaster,MA,42.4435,-71.6861
01562,Spencer,MA,42.2441,-71.9906
01564,Sterling,MA,42.4354,-71.7752
01566,Sturbridge,MA,42.1126,-72.0842
01568,Upton,MA,42.1756,-71.6032
01569,Uxbridge,MA,42.0744,-71.6329
01570,Webster,MA,42.0521,-71.8486
01571,Dudley,MA,42.0489,-71.8932
01581,Westborough,MA,42.2679,-71.6176
01583,West Boylston,MA,42.3584,-71.7838
01585,West Brookfield,MA,42.2441,-72.1511
01586,West Millbury,MA,42.1712,-71.8037
01588,Whitinsville,MA,42.1153,-71.6644
01590,Sutton,MA,42.1266,-71.7552
01601,Worcester,MA,42.2626,-71.8023
01602,Worcester,MA,42.2703,-71.8417
01603,Worcester,MA,42.245,-71.838
01604,Worcester,MA,42.2541,-71.7746
01605,Worcester,MA,42.2894,-71.7888
01606,Worcester,MA,42.311,-71.7958
01607,Worcester,MA,42.2303,-71.7938
01608,Worcester,MA,42.2624,-71.8003
01609,Worcester,MA,42.2826,-71.8277
01610,Worcester,MA,42.2492,-71.8108
01611,Cherry Valley,MA,42.2373,-71.875
01612,Paxton,MA,42.3066,-71.9202
01613,Worcester,MA,42.2933,-71.802
01614,Worcester,MA,42.2626,-71.8023
01653,Worcester,MA,42.3648,-71.8969
01701,Framingham,MA,42.3007,-71.4255
01702,Framingham,MA,42.2822,-71.4339
01703,Framingham,MA,42.4464,-71.4594
01718,Acton,MA,42.4851,-71.4328
01719,Boxborough,MA,42.4884,-71.5178
01720,Acton,MA,42.4751,-71.4483
01721,Ashland,MA,42.2539,-71.4583
01730,Bedford,MA,42.4843,-71.2768
01731,Hanscom Afb,MA,42.4567,-71.2795
01740,Bolton,MA,42.4365,-71.6076
01741,Carlisle,MA,42.5286,-71.3519
01742,Concord,MA,42.4567,-71.3747
01745,Fayville,MA,42.2934,-71.5028
01746,Holliston,MA,42.2026,-71.4361
01747,Hopedale,MA,42.1268,-71.5376
01748,Hopkinton,MA,42.219,-71.5302
01749,Hudson,MA,42.3918,-71.5609
01752,Marlborough,MA,42.3509,-71.5434
01754,Maynard,MA,42.4321,-71.455
01756,Mendon,MA,42.0967,-71.5499
01757,Milford,MA,42.1511,-71.5274
01760,Natick,MA,42.2875,-71.3574
01770,Sherborn,MA,42.2331,-71.3787
01772,Southborough,MA,42.2939,-71.532
01773,Lincoln,MA,42.4217,-71.3137
01775,Stow,MA,42.4308,-71.515
01776,Sudbury,MA,42.3837,-71.4282
01778,Wayland,MA,42.3486,-71.3588
01784,Woodville,MA,42.2376,-71.562
01801,Woburn,MA,42.4829,-71.1574
01803,Burlington,MA,42.5089,-71.2004
01805,Burlington,MA,42.5048,-71.1956
01810,Andover,MA,42.6496,-71.1565
01812,Andover,MA,42.6472,-71.1842
01813,Woburn,MA,42.4793,-71.1523
01821,Billerica,MA,42.5519,-71.2518
01822,Billerica,MA,42.5584,-71.2689
01824,Chelmsford,MA,42.5911,-71.3556
01826,Dracut,MA,42.6764,-71.3186
01827,Dunstable,MA,42.6739,-71.4952
01830,Haverhill,MA,42.7856,-71.0721
01831,Haverhill,MA,42.7711,-71.1221
01832,Haverhill,MA,42.7792,-71.1095
01833,Georgetown,MA,42.7281,-70.9822
01834,Groveland,MA,42.753,-71.027
01835,Haverhill,MA,42.7528,-71.0843
01840,Lawrence,MA,42.708,-71.1638
01841,Lawrence,MA,42.7115,-71.167
01842,Lawrence,MA,42.707,-71.1631
01843,Lawrence,MA,42.6911,-71.1605
01844,Methuen,MA,42.728,-71.181
01845,North Andover,MA,42.6826,-71.109
01850,Lowell,MA,42.656,-71.3051
01851,Lowell,MA,42.6315,-71.3329
01852,Lowell,MA,42.6344,-71.2983
01853,Lowell,MA,42.6334,-71.3162
01854,Lowell,MA,42.6493,-71.3355
01860,Merrimac,MA,42.8346,-71.0047
01862,North Billerica,MA,42.5757,-71.2902
01863,North Chelmsford,MA,42.6347,-71.3908
01864,North Reading,MA,42.5819,-71.0947
01865,Nutting Lake,MA,42.5379,-71.2689
01866,Pinehurst,MA,42.5293,-71.2281
01867,Reading,MA,42.528,-71.109
01876,Tewksbury,MA,42.6028,-71.2232
01879,Tyngsboro,MA,42.6724,-71.4158
01880,Wakefield,MA,42.5009,-71.0685
01885,West Boxford,MA,42.707,-71.0639
01886,Westford,MA,42.5864,-71.4401
01887,Wilmington,MA,42.5581,-71.1723
01888,Woburn,MA,42.4793,-71.1523
01889,North Reading,MA,42.5716,-71.1096
01890,Winchester,MA,42.453,-71.1441
01899,Andover,MA,42.6584,-71.137
01901,Lynn,MA,42.4612,-70.9467
01902,Lynn,MA,42.4698,-70.942
01903,Lynn,MA,42.4668,-70.9495
01904,Lynn,MA,42.4889,-70.9647
01905,Lynn,MA,42.4694,-70.9728
01906,Saugus,MA,42.4633,-71.0111
01907,Swampscott,MA,42.4746,-70.9098
01908,Nahant,MA,42.4261,-70.9277
01910,Lynn,MA,42.4548,-70.9747
01913,Amesbury,MA,42.8559,-70.9367
01915,Beverly,MA,42.5608,-70.8759
01921,Boxford,MA,42.6797,-71.0114
01922,Byfield,MA,42.7568,-70.9351
01923,Danvers,MA,42.5694,-70.9425
01929,Essex,MA,42.6286,-70.7828
01930,Gloucester,MA,42.6208,-70.6721
01931,Gloucester,MA,42.6159,-70.662
01936,Hamilton,MA,42.6354,-70.8791
01937,Hathorne,MA,42.5862,-70.9745
01938,Ipswich,MA,42.6809,-70.8494
01940,Lynnfield,MA,42.5327,-71.0339
01944,Manchester,MA,42.5796,-70.7674
01945,Marblehead,MA,42.4984,-70.8653
01949,Middleton,MA,42.5942,-71.013
01950,Newburyport,MA,42.813,-70.8847
01951,Newbury,MA,42.7835,-70.8474
01952,Salisbury,MA,42.8507,-70.8588
01960,Peabody,MA,42.5326,-70.9612
01961,Peabody,MA,42.6354,-70.8791
01965,Prides Crossing,MA,42.5581,-70.8257
01966,Rockport,MA,42.658,-70.6194
01969,Rowley,MA,42.7138,-70.907
01970,Salem,MA,42.5151,-70.9003
01971,Salem,MA,42.6354,-70.8791
01982,South Hamilton,MA,42.6185,-70.8561
01983,Topsfield,MA,42.6415,-70.9488
01984,Wenham,MA,42.6017,-70.8786
01985,West Newbury,MA,42.7949,-70.9778
02018,Accord,MA,42.1745,-70.8837
02019,Bellingham,MA,42.0746,-71.4768
02020,Brant Rock,MA,42.0818,-70.6439
02021,Canton,MA,42.1645,-71.1355
02025,Cohasset,MA,42.2395,-70.8128
02026,Dedham,MA,42.2437,-71.1637
02027,Dedham,MA,42.18,-71.0892
02030,Dover,MA,42.2362,-71.2854
02032,East Walpole,MA,42.1532,-71.2179
02035,Foxboro,MA,42.0649,-71.2441
02038,Franklin,MA,42.0935,-71.4058
02040,Greenbush,MA,42.1793,-70.7495
02041,Green Harbor,MA,42.0696,-70.6491
02043,Hingham,MA,42.2245,-70.8911
02044,Hingham,MA,42.2418,-70.8898
02045,Hull,MA,42.2853,-70.8754
02047,Humarock,MA,42.1428,-70.6935
02048,Mansfield,MA,42.0212,-71.2178
02050,Marshfield,MA,42.1062,-70.6993
02051,Marshfield Hills,MA,42.1512,-70.7341
02052,Medfield,MA,42.1845,-71.3048
02053,Medway,MA,42.1514,-71.4217
02054,Millis,MA,42.1669,-71.3607
02055,Minot,MA,42.2404,-70.762
02056,Norfolk,MA,42.1177,-71.3269
02059,North Marshfield,MA,42.1432,-70.7703
02060,North Scituate,MA,42.219,-70.7856
02061,Norwell,MA,42.1596,-70.8217
02062,Norwood,MA,42.1868,-71.2033
02065,Ocean Bluff,MA,42.0972,-70.6516
02066,Scituate,MA,42.2032,-70.7525
02067,Sharon,MA,42.1094,-71.1759
02070,Sheldonville,MA,42.0348,-71.387
02071,South Walpole,MA,42.0992,-71.2752
02072,Stoughton,MA,42.1253,-71.1074
02081,Walpole,MA,42.1444,-71.2544
02090,Westwood,MA,42.2148,-71.2104
02093,Wrentham,MA,42.0617,-71.3396
02108,Boston,MA,42.3576,-71.0684
02109,Boston,MA,42.36,-71.0545
02110,Boston,MA,42.3576,-71.0514
02111,Boston,MA,42.3503,-71.0629
02112,Boston,MA,42.3584,-71.0598
02113,Boston,MA,42.3657,-71.056
02114,Boston,MA,42.3611,-71.0682
02115,Boston,MA,42.3427,-71.0922
02116,Boston,MA,42.3492,-71.0768
02117,Boston,MA,42.3585,-71.058
02118,Boston,MA,42.3362,-71.0729
02119,Roxbury,MA,42.3251,-71.0953
02120,Roxbury Crossing,MA,42.3307,-71.0912
02121,Dorchester,MA,42.2973,-71.0745
02123,Boston,MA,42.3389,-70.9196
02124,Dorchester Center,MA,42.2918,-71.0717
02125,Dorchester,MA,42.2973,-71.0745
02126,Mattapan,MA,42.2739,-71.0939
02127,Boston,MA,42.3347,-71.0375
02128,Boston,MA,42.3642,-71.0257
02129,Charlestown,MA,42.3778,-71.0627
02130,Jamaica Plain,MA,42.3126,-71.1115
02131,Roslindale,MA,42.2836,-71.1295
02132,West Roxbury,MA,42.2787,-71.1589
02133,Boston,MA,42.3584,-71.0598
02134,Allston,MA,42.3535,-71.1329
02135,Brighton,MA,42.3478,-71.1566
02136,Hyde Park,MA,42.254,-71.1261
02137,Readville,MA,42.2404,-71.137
02138,Cambridge,MA,42.377,-71.1256
02139,Cambridge,MA,42.3647,-71.1042
02140,Cambridge,MA,42.3932,-71.1338
02141,Cambridge,MA,42.3687,-71.0836
02142,Cambridge,MA,42.362,-71.083
02143,Somerville,MA,42.3829,-71.1028
02144,Somerville,MA,42.4003,-71.1221
02145,Somerville,MA,42.3907,-71.0929
02148,Malden,MA,42.4291,-71.0605
02149,Everett,MA,42.4112,-71.0514
02150,Chelsea,MA,42.3963,-71.0325
02151,Revere,MA,42.4138,-71.0052
02152,Winthrop,MA,42.3763,-70.98
02153,Medford,MA,42.4184,-71.1062
02155,Medford,MA,42.4173,-71.1087
02156,West Medford,MA,42.4223,-71.1328
02163,Boston,MA,42.3253,-71.1122
02169,Quincy,MA,42.2491,-70.9978
02170,Quincy,MA,42.2671,-71.0186
02171,Quincy,MA,42.2825,-71.0241
02176,Melrose,MA,42.4581,-71.0632
02180,Stoneham,MA,42.4828,-71.0978
02184,Braintree,MA,42.2093,-70.9963
02185,Braintree,MA,42.18,-71.0892
02186,Milton,MA,42.2537,-71.0771
02187,Milton Village,MA,42.2668,-71.0717
02188,Weymouth,MA,42.2113,-70.9582
02189,East Weymouth,MA,42.214,-70.9203
02190,South Weymouth,MA,42.1751,-70.9495
02191,North Weymouth,MA,42.2459,-70.9467
02196,Boston,MA,42.3584,-71.0598
02199,Boston,MA,42.3479,-71.0825
02201,Boston,MA,42.3584,-71.0598
02203,Boston,MA,42.3615,-71.0604
02204,Boston,MA,42.3389,-70.9196
02205,Boston,MA,42.3503,-71.0539
02206,Boston,MA,42.3389,-70.9196
02210,Boston,MA,42.3489,-71.0465
02211,Boston,MA,42.3584,-71.0598
02215,Boston,MA,42.3471,-71.1027
02217,Boston,MA,42.3389,-70.9196
02222,Boston,MA,42.3644,-71.0633
02238,Cambridge,MA,42.3751,-71.1056
02241,Boston,MA,42.3584,-71.0598
02269,Quincy,MA,42.2529,-71.0023
02283,Boston,MA,42.3389,-70.9196
02293,Boston,MA,42.3584,-71.0598
02298,Boston,MA,42.3823,-71.0323
02301,Brockton,MA,42.0794,-71.04
02302,Brockton,MA,42.0847,-71.0002
02303,Brockton,MA,42.0834,-71.0184
02322,Avon,MA,42.1258,-71.0437
02324,Bridgewater,MA,41.9773,-70.9723
02325,Bridgewater,MA,41.9873,-70.9728
02327,Bryantville,MA,42.0407,-70.8272
02330,Carver,MA,41.8883,-70.7678
02331,Duxbury,MA,41.9705,-70.7014
02332,Duxbury,MA,42.0399,-70.7163
02333,East Bridgewater,MA,42.0315,-70.945
02334,Easton,MA,42.0235,-71.1324
02337,Elmwood,MA,42.0098,-70.962
02338,Halifax,MA,42.0002,-70.8448
02339,Hanover,MA,42.1214,-70.857
02340,Hanover,MA,42.1137,-70.8161
02341,Hanson,MA,42.0616,-70.8651
02343,Holbrook,MA,42.1464,-71.0083
02344,Middleboro,MA,41.8932,-70.9112
02345,Manomet,MA,41.8882,-70.581
02346,Middleboro,MA,41.8884,-70.893
02347,Lakeville,MA,41.8374,-70.9582
02348,Lakeville,MA,41.8459,-70.9495
02349,Middleboro,MA,41.8932,-70.9112
02350,Monponsett,MA,42.0185,-70.8475
02351,Abington,MA,42.1167,-70.9543
02355,North Carver,MA,41.9169,-70.8013
02356,North Easton,MA,42.059,-71.1123
02357,North Easton,MA,42.0645,-71.0871
02358,North Pembroke,MA,42.0932,-70.7925
02359,Pembroke,MA,42.0621,-70.8044
02360,Plymouth,MA,41.9104,-70.642
02361,Plymouth,MA,41.9705,-70.7014
02362,Plymouth,MA,41.9584,-70.6673
02364,Kingston,MA,41.995,-70.741
02366,South Carver,MA,41.8501,-70.7044
02367,Plympton,MA,41.9655,-70.8046
02368,Randolph,MA,42.1736,-71.0514
02370,Rockland,MA,42.1293,-70.9133
02375,South Easton,MA,42.0257,-71.0988
02379,West Bridgewater,MA,42.0255,-71.0161
02381,White Horse Beach,MA,41.9316,-70.5611
02382,Whitman,MA,42.0816,-70.9381
02420,Lexington,MA,42.4563,-71.2167
02421,Lexington,MA,42.4426,-71.2265
02445,Brookline,MA,42.3259,-71.1341
02446,Brookline,MA,42.3431,-71.123
02447,Brookline Village,MA,42.3329,-71.1162
02451,Waltham,MA,42.3986,-71.2451
02452,Waltham,MA,42.3943,-71.218
02453,Waltham,MA,42.3654,-71.2317
02454,Waltham,MA,42.3567,-71.2505
02455,North Waltham,MA,42.3621,-71.2055
02456,New Town,MA,42.4464,-71.4594
02457,Babson Park,MA,42.2987,-71.2595
02458,Newton,MA,42.3528,-71.1875
02459,Newton Center,MA,42.3341,-71.1833
02460,Newtonville,MA,42.352,-71.2084
02461,Newton Highlands,MA,42.3168,-71.2084
02462,Newton Lower Falls,MA,42.3299,-71.2562
02464,Newton Upper Falls,MA,42.3129,-71.2195
02465,West Newton,MA,42.3492,-71.2267
02466,Auburndale,MA,42.3441,-71.248
02467,Chestnut Hill,MA,42.3164,-71.1612
02468,Waban,MA,42.3271,-71.2315
02471,Watertown,MA,42.3709,-71.1828
02472,Watertown,MA,42.37,-71.1773
02474,Arlington,MA,42.4202,-71.1565
02475,Arlington Heights,MA,42.4204,-71.1801
02476,Arlington,MA,42.4162,-71.1752
02477,Watertown,MA,42.3709,-71.1828
02478,Belmont,MA,42.3959,-71.1787
02479,Waverley,MA,42.3876,-71.1828
02481,Wellesley Hills,MA,42.3106,-71.2747
02482,Wellesley,MA,42.2945,-71.2992
02492,Needham,MA,42.2798,-71.2501
02493,Weston,MA,42.3589,-71.3001
02494,Needham Heights,MA,42.2945,-71.2328
02495,Nonantum,MA,42.3626,-71.2023
02532,Buzzards Bay,MA,41.7455,-70.5905
02534,Cataumet,MA,41.6694,-70.6234
02535,Chilmark,MA,41.3575,-70.7416
02536,East Falmouth,MA,41.5968,-70.5671
02537,East Sandwich,MA,41.7283,-70.44
02538,East Wareham,MA,41.7682,-70.6532
02539,Edgartown,MA,41.3889,-70.5339
02540,Falmouth,MA,41.5648,-70.6217
02541,Falmouth,MA,41.5515,-70.6148
02542,Buzzards Bay,MA,41.6531,-70.5537
02543,Woods Hole,MA,41.5263,-70.6643
02552,Menemsha,MA,41.3798,-70.6431
02553,Monument Beach,MA,41.7196,-70.612
02554,Nantucket,MA,41.2725,-70.0932
02556,North Falmouth,MA,41.6417,-70.623
02557,Oak Bluffs,MA,41.4543,-70.562
02558,Onset,MA,41.7476,-70.6582
02559,Pocasset,MA,41.6881,-70.6105
02561,Sagamore,MA,41.7703,-70.5337
02562,Sagamore Beach,MA,41.7933,-70.5196
02563,Sandwich,MA,41.7113,-70.4775
02564,Siasconset,MA,41.2639,-69.9626
02568,Vineyard Haven,MA,41.45,-70.5937
02571,Wareham,MA,41.7541,-70.7116
02574,West Falmouth,MA,41.6039,-70.6382
02575,West Tisbury,MA,41.4213,-70.6428
02576,West Wareham,MA,41.7796,-70.7642
02584,Nantucket,MA,41.2778,-70.046
02601,Hyannis,MA,41.6601,-70.2967
02630,Barnstable,MA,41.6983,-70.3001
02631,Brewster,MA,41.7492,-70.0699
02632,Centerville,MA,41.6606,-70.3532
02633,Chatham,MA,41.6889,-69.9722
02634,Centerville,MA,41.6487,-70.3481
02635,Cotuit,MA,41.6243,-70.4364
02637,Cummaquid,MA,41.7014,-70.2772
02638,Dennis,MA,41.7322,-70.1911
02639,Dennis Port,MA,41.6649,-70.1327
02641,East Dennis,MA,41.7426,-70.162
02642,Eastham,MA,41.8408,-69.9849
02643,East Orleans,MA,41.7843,-69.962
02644,Forestdale,MA,41.6827,-70.5143
02645,Harwich,MA,41.7008,-70.0579
02646,Harwich Port,MA,41.6703,-70.0722
02647,Hyannis Port,MA,41.635,-70.3063
02648,Marstons Mills,MA,41.6703,-70.4163
02649,Mashpee,MA,41.6181,-70.4854
02650,North Chatham,MA,41.703,-69.9666
02651,North Eastham,MA,41.8243,-69.9818
02652,North Truro,MA,42.0338,-70.0875
02653,Orleans,MA,41.7792,-69.9822
02655,Osterville,MA,41.63,-70.3837
02657,Provincetown,MA,42.0534,-70.1865
02659,South Chatham,MA,41.6801,-70.0241
02660,South Dennis,MA,41.7097,-70.1585
02661,South Harwich,MA,41.6862,-70.0329
02662,South Orleans,MA,41.7567,-69.9841
02663,South Wellfleet,MA,41.9182,-69.9953
02664,South Yarmouth,MA,41.6739,-70.1949
02666,Truro,MA,41.9988,-70.0564
02667,Wellfleet,MA,41.9289,-70.0186
02668,West Barnstable,MA,41.7002,-70.372
02669,West Chatham,MA,41.6812,-69.9911
02670,West Dennis,MA,41.6626,-70.1681
02671,West Harwich,MA,41.6694,-70.1135
02672,West Hyannisport,MA,41.6356,-70.3233
02673,West Yarmouth,MA,41.6614,-70.2363
02675,Yarmouth Port,MA,41.7051,-70.227
