sequence,zip,lat,lon,state
27914,40371,38.104,-83.6316,KY
27915,40358,38.0849,-83.7008,KY
27916,40360,38.1532,-83.7564,KY
27917,40366,38.0867,-83.7571,KY
27918,40334,38.0161,-83.7713,KY
27919,40346,37.9807,-83.7447,KY
27920,40322,37.947,-83.6084,KY
27921,40316,37.9159,-83.538,KY
27922,40387,37.978,-83.4675,KY
27923,41425,37.904,-83.3888,KY
27924,41332,37.7981,-83.421,KY
27925,41301,37.7287,-83.494,KY
27926,41385,37.6477,-83.3806,KY
27927,41366,37.5946,-83.2187,KY
27928,41310,37.6405,-83.2441,KY
27929,41408,37.7901,-83.2741,KY
27930,41352,37.8235,-83.3335,KY
27931,41472,37.9215,-83.2596,KY
27932,41477,37.914,-83.2338,KY
27933,41413,37.9705,-83.1252,KY
27934,41421,37.9708,-83.1193,KY
27935,41149,38.0462,-83.0506,KY
27936,41171,38.1316,-83.0797,KY
27937,40317,38.1765,-83.2682,KY
27938,41173,38.262,-83.2847,KY
27939,41135,38.3563,-83.2877,KY
27940,41179,38.4699,-83.2702,KY
27941,41128,38.4339,-83.1336,KY
27942,41164,38.3492,-83.178,KY
27943,41142,38.2897,-83.0811,KY
27944,41143,38.3249,-83.0007,KY
27945,41146,38.2766,-82.8982,KY
27946,41132,38.2597,-82.8562,KY
27947,41181,38.2045,-82.9076,KY
27948,41180,38.1634,-82.7897,KY
27949,41168,38.3089,-82.7476,KY
27950,41114,38.3703,-82.6948,KY
27951,41129,38.3799,-82.6321,KY
27952,25507,38.3965,-82.5588,WV
27953,45680,38.4339,-82.5529,OH
27954,25704,38.3849,-82.5036,WV
27955,25530,38.3569,-82.5255,WV
27956,25562,38.3432,-82.4905,WV
27957,25535,38.3305,-82.4287,WV
27958,25701,38.4097,-82.4423,WV
27959,45619,38.4551,-82.4504,OH
27960,25755,38.4221,-82.4317,WV
27961,25703,38.4211,-82.4227,WV
27962,25702,38.4286,-82.3911,WV
27963,25705,38.4096,-82.369,WV
27964,45669,38.4635,-82.3523,OH
27965,25537,38.477,-82.2957,WV
27966,25504,38.3893,-82.296,WV
27967,25779,38.4134,-82.2774,WV
27968,25545,38.4529,-82.2181,WV
27969,25541,38.414,-82.1458,WV
27970,25510,38.4198,-82.069,WV
27971,25526,38.4257,-81.9943,WV
27972,25560,38.4501,-81.9005,WV
27973,25569,38.4754,-81.8805,WV
27974,25143,38.4193,-81.8293,WV
27975,25177,38.3774,-81.8305,WV
27976,25202,38.3357,-81.8476,WV
27977,25003,38.2868,-81.8051,WV
27978,25309,38.3108,-81.7568,WV
27979,25064,38.3683,-81.7425,WV
27980,25313,38.4142,-81.7582,WV
27981,25159,38.4791,-81.7838,WV
27982,25011,38.5086,-81.841,WV
27983,25109,38.5329,-81.8612,WV
27984,25213,38.5072,-81.89,WV
27985,25168,38.5463,-81.9045,WV
27986,25070,38.5436,-81.9414,WV
27987,25082,38.5517,-82.0111,WV
27988,25033,38.6092,-81.95,WV
27989,25123,38.7048,-81.9145,WV
27990,25247,38.7523,-81.9973,WV
27991,25187,38.712,-81.9966,WV
27992,25502,38.6575,-82.1068,WV
27993,25503,38.6032,-82.1123,WV
27994,25520,38.5909,-82.1773,WV
27995,45623,38.6135,-82.2657,OH
27996,45678,38.594,-82.3967,OH
27997,45696,38.594,-82.453,OH
27998,45675,38.5367,-82.5327,OH
27999,45645,38.5649,-82.5489,OH
28000,45659,38.6503,-82.6477,OH
28001,41183,38.5511,-82.7396,KY
28002,41139,38.5188,-82.7212,KY
28003,41169,38.5173,-82.6977,KY
28004,45638,38.5294,-82.6654,OH
28005,41101,38.4722,-82.6461,KY
28006,41102,38.4218,-82.7173,KY
28007,41121,38.4322,-82.8094,KY
28008,41144,38.5368,-82.9191,KY
28009,45636,38.5848,-82.8321,OH
28010,45629,38.6282,-82.8145,OH
28011,45694,38.7418,-82.8204,OH
28012,45677,38.7941,-82.7555,OH
28013,45682,38.82,-82.7202,OH
28014,45656,38.8916,-82.5883,OH
28015,45688,38.7182,-82.5174,OH
28016,45658,38.777,-82.4275,OH
28017,45685,38.8705,-82.4063,OH
28018,45674,38.8814,-82.3782,OH
28019,45686,38.9783,-82.357,OH
28020,45614,38.9276,-82.2701,OH
28021,45643,38.8683,-82.2562,OH
28022,45631,38.8148,-82.229,OH
28023,25515,38.765,-82.1535,WV
28024,25106,38.8265,-82.1364,WV
28025,25550,38.8632,-82.1132,WV
28026,45620,38.9587,-82.1235,OH
28027,25287,38.9574,-82.0517,WV
28028,45760,38.9993,-82.06,OH
28029,25260,39.0064,-82.0282,WV
28030,45769,39.0607,-82.0331,OH
28031,45775,39.0909,-82.1486,OH
28032,45741,39.0697,-82.2499,OH
28033,45710,39.2097,-82.2177,OH
28034,45766,39.3228,-82.2594,OH
28035,45717,39.3778,-82.271,OH
28036,45654,39.3884,-82.3892,OH
28037,43158,39.4617,-82.3563,OH
28038,43127,39.4766,-82.3281,OH
28039,43138,39.5372,-82.4126,OH
28040,43107,39.6909,-82.4096,OH
28041,43150,39.7674,-82.428,OH
28042,43148,39.8227,-82.5043,OH
28043,43157,39.8427,-82.5462,OH
28044,43046,39.8993,-82.5283,OH
28045,43025,39.9535,-82.4919,OH
28046,43008,39.9337,-82.4724,OH
28047,43076,39.8974,-82.4071,OH
28048,43030,39.9688,-82.43,OH
28049,43056,40.0197,-82.3875,OH
28050,43055,40.0724,-82.4046,OH
28051,43093,40.0951,-82.4827,OH
28052,43058,40.0951,-82.4827,OH
28053,43023,40.0788,-82.5194,OH
28054,43027,40.1328,-82.5616,OH
28055,43001,40.106,-82.6077,OH
28056,43031,40.1445,-82.6973,OH
28057,43013,40.2376,-82.6989,OH
28058,43011,40.2865,-82.68,OH
28059,43334,40.3895,-82.8121,OH
28060,43321,40.4626,-82.8288,OH
28061,43350,40.5289,-82.8229,OH
28062,43338,40.5384,-82.8062,OH
28063,43317,40.4789,-82.6828,OH
28064,43019,40.4976,-82.5857,OH
28065,43349,40.6142,-82.6619,OH
28066,44833,40.7303,-82.7939,OH
28067,44827,40.7927,-82.7367,OH
28068,44875,40.8784,-82.6549,OH
28069,44865,41.0003,-82.6635,OH
28070,44850,41.035,-82.677,OH
28071,44890,41.0628,-82.7288,OH
28072,44855,41.103,-82.5998,OH
28073,44888,41.1415,-82.5889,OH
28074,44847,41.2181,-82.7023,OH
28075,44857,41.2403,-82.6078,OH
28076,44846,41.3111,-82.6126,OH
28077,44839,41.3757,-82.5386,OH
28078,44814,41.3205,-82.4777,OH
28079,44826,41.245,-82.4904,OH
28080,44889,41.2637,-82.3782,OH
28081,44049,41.2664,-82.3064,OH
28082,44816,41.3349,-82.355,OH
28083,44089,41.41,-82.3554,OH
28084,44001,41.3617,-82.2538,OH
28085,44053,41.432,-82.2038,OH
28086,44052,41.4578,-82.171,OH
28087,44054,41.4823,-82.0965,OH
28088,44055,41.4361,-82.135,OH
28089,44035,41.3724,-82.1051,OH
28090,44036,41.4015,-82.0771,OH
28091,44039,41.3964,-82.0033,OH
28092,44011,41.4467,-82.0204,OH
28093,44012,41.5019,-82.0111,OH
28094,44140,41.4841,-81.9289,OH
28095,44145,41.4535,-81.9218,OH
28096,44070,41.4201,-81.9131,OH
28097,44138,41.3734,-81.9158,OH
28098,44028,41.3187,-81.9344,OH
28099,44280,41.2368,-81.9245,OH
28100,44256,41.1404,-81.8584,OH
28101,44258,41.1276,-81.8411,OH
28102,44274,41.0992,-81.7343,OH
28103,44281,41.0384,-81.7374,OH
28104,44282,41.0256,-81.7299,OH
28105,44270,40.9684,-81.7826,OH
28106,44276,40.9369,-81.8305,OH
28107,44273,41.0227,-81.8562,OH
28108,44215,41.0653,-81.9017,OH
28109,44251,41.0288,-81.9283,OH
28110,44217,40.9788,-81.9211,OH
28111,44214,40.9637,-81.9958,OH
28112,44254,41.0327,-82.0147,OH
28113,44287,40.9485,-82.1066,OH
28114,44235,41.0267,-82.125,OH
28115,44275,41.0983,-82.0999,OH
28116,44253,41.1668,-82.0157,OH
28117,44044,41.2854,-82.0431,OH
28118,44050,41.2423,-82.1279,OH
28119,44074,41.2899,-82.2229,OH
28120,44090,41.1712,-82.2269,OH
28121,44880,41.0368,-82.2172,OH
28122,44866,40.9343,-82.2126,OH
28123,44840,40.8134,-82.1861,OH
28124,44838,40.7731,-82.2624,OH
28125,44805,40.8559,-82.3189,OH
28126,44848,40.9206,-82.2817,OH
28127,44874,40.9653,-82.3652,OH
28128,44859,41.0282,-82.3384,OH
28129,44851,41.0906,-82.3966,OH
28130,44837,41.0407,-82.5133,OH
28131,44878,40.934,-82.5222,OH
28132,44901,40.8508,-82.5114,OH
28133,44905,40.7779,-82.4613,OH
28134,44902,40.7559,-82.5123,OH
28135,44903,40.7623,-82.5254,OH
28136,44862,40.7729,-82.5321,OH
28137,44906,40.7627,-82.5593,OH
28138,44907,40.7345,-82.5198,OH
28139,44904,40.6824,-82.5286,OH
28140,44813,40.6136,-82.5175,OH
28141,44822,40.5438,-82.399,OH
28142,44843,40.7039,-82.4087,OH
28143,44864,40.6606,-82.3213,OH
28144,44842,40.6361,-82.2356,OH
28145,44638,40.652,-82.1455,OH
28146,44676,40.6926,-82.0325,OH
28147,44611,40.6188,-82.072,OH
28148,44661,40.5956,-82.113,OH
28149,44628,40.5217,-82.1505,OH
28150,43006,40.4583,-82.1553,OH
28151,43014,40.4557,-82.2639,OH
28152,43028,40.4158,-82.3334,OH
28153,43022,40.3782,-82.3828,OH
28154,43048,40.4061,-82.4658,OH
28155,43050,40.3849,-82.4873,OH
28156,43080,40.2441,-82.4135,OH
28157,43071,40.1818,-82.356,OH
28158,43037,40.268,-82.3567,OH
28159,43005,40.2962,-82.2736,OH
28160,43843,40.3407,-82.1559,OH
28161,43844,40.3172,-82.056,OH
28162,43805,40.3983,-81.9688,OH
28163,44637,40.4933,-81.9837,OH
28164,44633,40.633,-81.9275,OH
28165,44627,40.686,-81.8518,OH
28166,44606,40.7551,-81.8093,OH
28167,44691,40.8094,-81.9483,OH
28168,44677,40.8592,-81.8633,OH
28169,44667,40.8458,-81.7741,OH
28170,44645,40.9067,-81.7225,OH
28171,44230,40.965,-81.6848,OH
28172,44203,41.0197,-81.6212,OH
28173,44321,41.1002,-81.6443,OH
28174,44333,41.1552,-81.6314,OH
28175,44313,41.122,-81.5685,OH
28176,44237,41.1287,-81.54,OH
28177,44222,41.1287,-81.54,OH
28178,44398,41.1287,-81.54,OH
28179,44303,41.1025,-81.5386,OH
28180,44302,41.092,-81.542,OH
28181,44320,41.0835,-81.5674,OH
28182,44307,41.0695,-81.5488,OH
28183,44314,41.0408,-81.5598,OH
28184,44317,41.0525,-81.5291,OH
28185,44301,41.0449,-81.52,OH
28186,44311,41.0638,-81.52,OH
28187,44328,41.076,-81.5206,OH
28188,44308,41.0796,-81.5194,OH
28189,44325,41.0764,-81.5103,OH
28190,44304,41.0808,-81.5085,OH
28191,44309,41.0962,-81.5123,OH
28192,44310,41.1075,-81.5006,OH
28193,44223,41.1464,-81.5107,OH
28194,44221,41.1401,-81.479,OH
28195,44326,41.1727,-81.4727,OH
28196,44224,41.1748,-81.438,OH
28197,44262,41.142,-81.4376,OH
28198,44278,41.0975,-81.426,OH
28199,44305,41.076,-81.4644,OH
28200,44316,41.0675,-81.4847,OH
28201,44306,41.0479,-81.4916,OH
28202,44315,41.028,-81.4632,OH
28203,44312,41.0334,-81.4385,OH
28204,44250,41.0222,-81.4279,OH
28205,44260,41.0382,-81.359,OH
28206,44265,41.0109,-81.2977,OH
28207,44632,40.9618,-81.3239,OH
28208,44652,40.8951,-81.3262,OH
28209,44721,40.8834,-81.3328,OH
28210,44705,40.8259,-81.3399,OH
28211,44704,40.7991,-81.3537,OH
28212,44702,40.8027,-81.3739,OH
28213,44703,40.8098,-81.3814,OH
28214,44799,40.8118,-81.3683,OH
28215,44648,40.8118,-81.3683,OH
28216,44714,40.8272,-81.361,OH
28217,44709,40.8423,-81.3862,OH
28218,44708,40.812,-81.4241,OH
28219,44710,40.7911,-81.4169,OH
28220,44750,40.7846,-81.4189,OH
28221,44706,40.768,-81.4119,OH
28222,44701,40.7824,-81.3712,OH
28223,44707,40.7598,-81.35,OH
28224,44626,40.6971,-81.3687,OH
28225,44671,40.6442,-81.3653,OH
28226,44612,40.6347,-81.4464,OH
28227,44697,40.6142,-81.4223,OH
28228,44678,40.5649,-81.3524,OH
28229,44656,40.5705,-81.3436,OH
28230,44643,40.6514,-81.3076,OH
28231,44688,40.6829,-81.2659,OH
28232,44644,40.6845,-81.1838,OH
28233,44657,40.742,-81.1031,OH
28234,44669,40.8014,-81.154,OH
28235,44670,40.7647,-81.1879,OH
28236,44730,40.7705,-81.266,OH
28237,44641,40.8477,-81.2595,OH
28238,44650,40.8746,-81.1739,OH
28239,44601,40.9158,-81.1182,OH
28240,44640,40.9836,-81.1497,OH
28241,44201,41.0335,-81.1985,OH
28242,44272,41.0995,-81.2026,OH
28243,44242,41.17,-81.1966,OH
28244,44266,41.1649,-81.2337,OH
28245,44211,41.1698,-81.3124,OH
28246,44243,41.1475,-81.3415,OH
28247,44240,41.1449,-81.3498,OH
28248,44241,41.2491,-81.3383,OH
28249,44236,41.2458,-81.4367,OH
28250,44264,41.2256,-81.54,OH
28251,44286,41.2371,-81.6467,OH
28252,44141,41.3166,-81.6261,OH
28253,44147,41.3141,-81.6731,OH
28254,44131,41.3809,-81.6642,OH
28255,44134,41.3853,-81.7044,OH
28256,44129,41.3897,-81.7351,OH
28257,44133,41.3232,-81.7457,OH
28258,44233,41.2419,-81.7453,OH
28259,44212,41.2471,-81.828,OH
28260,44136,41.3132,-81.8285,OH
28261,44149,41.3134,-81.8562,OH
28262,44017,41.3676,-81.8618,OH
28263,44130,41.3826,-81.7964,OH
28264,44142,41.3979,-81.8118,OH
28265,44135,41.4342,-81.8044,OH
28266,44126,41.4429,-81.853,OH
28267,44116,41.4694,-81.8512,OH
28268,44107,41.4847,-81.8018,OH
28269,44111,41.4571,-81.7844,OH
28270,44102,41.4735,-81.7398,OH
28271,44144,41.4385,-81.7398,OH
28272,44109,41.4458,-81.7033,OH
28273,44113,41.4816,-81.7018,OH
28274,44114,41.5064,-81.6743,OH
28275,44115,41.4946,-81.667,OH
28276,44103,41.5157,-81.6405,OH
28277,44104,41.4809,-81.6245,OH
28278,44127,41.4701,-81.649,OH
28279,44125,41.4335,-81.6323,OH
28280,44105,41.4509,-81.619,OH
28281,44120,41.4714,-81.5839,OH
28282,44106,41.5084,-81.6076,OH
28283,44101,41.5234,-81.5996,OH
28284,44108,41.5349,-81.609,OH
28285,44199,41.6857,-81.6728,OH
28286,44110,41.5636,-81.5733,OH
28287,44112,41.5356,-81.5737,OH
28288,44121,41.5277,-81.5323,OH
28289,44118,41.5008,-81.5516,OH
28290,44122,41.4701,-81.5232,OH
28291,44128,41.4416,-81.5486,OH
28292,44137,41.4105,-81.5603,OH
28293,44146,41.3921,-81.5232,OH
28294,44067,41.3208,-81.5429,OH
28295,44056,41.3222,-81.4996,OH
28296,44087,41.3289,-81.4559,OH
28297,44139,41.3866,-81.4421,OH
28298,44022,41.4494,-81.4314,OH
28299,44124,41.501,-81.4694,OH
28300,44040,41.5324,-81.415,OH
28301,44143,41.5592,-81.4828,OH
28302,44117,41.5696,-81.5257,OH
28303,44119,41.5882,-81.5468,OH
28304,44123,41.6025,-81.5258,OH
28305,44132,41.6069,-81.4993,OH
28306,44092,41.6046,-81.4692,OH
28307,44097,41.6539,-81.4504,OH
28308,44095,41.6587,-81.4445,OH
28309,44094,41.6302,-81.4076,OH
28310,44096,41.6398,-81.4065,OH
28311,44061,41.6662,-81.3396,OH
28312,44060,41.6895,-81.3421,OH
28313,44045,41.7427,-81.2821,OH
28314,44077,41.7079,-81.199,OH
28315,44081,41.7679,-81.1433,OH
28316,44057,41.8054,-81.0588,OH
28317,44088,41.7833,-81.0034,OH
28318,44041,41.8029,-80.9474,OH
28319,44010,41.7554,-80.8584,OH
28320,44084,41.6898,-80.9051,OH
28321,44085,41.6053,-80.8709,OH
28322,44076,41.5293,-80.8208,OH
28323,44450,41.4569,-80.8068,OH
28324,44402,41.3797,-80.8568,OH
28325,44486,41.3174,-80.7613,OH
28326,44410,41.3251,-80.7327,OH
28327,44417,41.3923,-80.6628,OH
28328,44418,41.3349,-80.6059,OH
28329,44424,41.3091,-80.5847,OH
28330,44453,41.3252,-80.5336,OH
28331,44404,41.3347,-80.5441,OH
28332,44428,41.4354,-80.5765,OH
28333,44093,41.5383,-80.5964,OH
28334,44003,41.6225,-80.5754,OH
28335,16424,41.6244,-80.4523,PA
28336,44082,41.7677,-80.5741,OH
28337,44032,41.659,-80.6683,OH
28338,44047,41.7335,-80.7562,OH
28339,44005,41.8651,-80.7898,OH
28340,44004,41.8679,-80.7947,OH
28341,44068,41.9046,-80.685,OH
28342,44048,41.8723,-80.6601,OH
28343,44030,41.9345,-80.5803,OH
28344,16443,41.9465,-80.465,PA
28345,16411,41.9794,-80.4303,PA
28346,16430,41.9999,-80.4258,PA
28347,16423,42.0204,-80.3388,PA
28348,16415,42.0407,-80.2395,PA
28349,16512,42.0302,-80.2579,PA
28350,16417,41.9896,-80.3178,PA
28351,16410,41.9162,-80.3085,PA
28352,16401,41.8947,-80.3111,PA
28353,16475,41.8906,-80.3665,PA
28354,16435,41.8113,-80.3753,PA
28355,16406,41.7455,-80.3445,PA
28356,16422,41.6609,-80.3178,PA
28357,16316,41.6189,-80.3086,PA
28358,16111,41.5333,-80.2863,PA
28359,16131,41.5509,-80.3813,PA
28360,16110,41.5067,-80.3765,PA
28361,16134,41.4566,-80.4492,PA
28362,16125,41.4057,-80.3739,PA
28363,16154,41.3244,-80.4197,PA
28364,16113,41.2866,-80.4237,PA
28365,16150,41.2676,-80.4656,PA
28366,16148,41.2326,-80.453,PA
28367,16159,41.1741,-80.4528,PA
28368,16161,41.2009,-80.4978,PA
28369,16121,41.211,-80.4944,PA
28370,16146,41.2316,-80.4993,PA
28371,44438,41.2255,-80.5326,OH
28372,44403,41.248,-80.5788,OH
28373,44425,41.1624,-80.5762,OH
28374,44473,41.2175,-80.655,OH
28375,44420,41.1611,-80.6933,OH
28376,44509,41.105,-80.6945,OH
28377,44510,41.1197,-80.6672,OH
28378,44504,41.1237,-80.6539,OH
28379,44505,41.1257,-80.6277,OH
28380,44506,41.096,-80.6259,OH
28381,44555,41.1039,-80.6436,OH
28382,44503,41.102,-80.65,OH
28383,44502,41.0774,-80.6409,OH
28384,44507,41.0732,-80.6553,OH
28385,44511,41.0704,-80.6931,OH
28386,44512,41.0252,-80.6687,OH
28387,44452,40.9649,-80.6549,OH
28388,44514,41.0093,-80.6183,OH
28389,44471,41.0508,-80.5985,OH
28390,44405,41.0778,-80.5897,OH
28391,44436,41.0503,-80.5416,OH
28392,16155,41.0737,-80.5073,PA
28393,16143,41.0942,-80.4685,PA
28394,16116,41.0276,-80.4632,PA
28395,16132,41.0113,-80.4975,PA
28396,16112,40.9755,-80.4937,PA
28397,44442,40.9646,-80.5534,OH
28398,44443,40.9265,-80.5856,OH
28399,44454,40.9049,-80.54,OH
28400,44413,40.8406,-80.5465,OH
28401,44441,40.7579,-80.553,OH
28402,44455,40.7789,-80.6202,OH
28403,44445,40.8489,-80.6209,OH
28404,44408,40.8853,-80.6975,OH
28405,44490,40.8973,-80.7631,OH
28406,44431,40.8631,-80.7585,OH
28407,44432,40.7592,-80.7587,OH
28408,44415,40.763,-80.7042,OH
28409,44492,40.7093,-80.7014,OH
28410,43968,40.6171,-80.6621,OH
28411,43920,40.6774,-80.6006,OH
28412,26050,40.614,-80.6011,WV
28413,26034,40.5981,-80.5584,WV
28414,26056,40.5315,-80.5801,WV
28415,26047,40.5228,-80.5901,WV
28416,43961,40.5185,-80.6285,OH
28417,43926,40.5092,-80.6241,OH
28418,43964,40.4733,-80.6325,OH
28419,26062,40.4137,-80.5683,WV
28420,26035,40.3484,-80.5493,WV
28421,26037,40.3296,-80.585,WV
28422,43938,40.3203,-80.625,OH
28423,43953,40.3524,-80.6781,OH
28424,43952,40.398,-80.6617,OH
28425,43944,40.4261,-80.7613,OH
28426,43910,40.3742,-80.8072,OH
28427,43976,40.3496,-80.9021,OH
28428,43986,40.3745,-81.0004,OH
28429,43903,40.4731,-80.9596,OH
28430,43970,40.4673,-80.8893,OH
28431,43925,40.4506,-80.8604,OH
28432,43908,40.5002,-80.8565,OH
28433,43932,40.5111,-80.7915,OH
28434,43930,40.5676,-80.7659,OH
28435,43945,40.6195,-80.835,OH
28436,43962,40.6781,-80.8862,OH
28437,44427,40.7142,-80.9381,OH
28438,44423,40.7731,-80.9144,OH
28439,44493,40.8286,-80.8967,OH
28440,44460,40.9,-80.8619,OH
28441,44422,41.0171,-80.8029,OH
28442,44513,41.0171,-80.8029,OH
28443,44501,41.0171,-80.8029,OH
28444,44406,41.0293,-80.7564,OH
28445,44515,41.0979,-80.7598,OH
28446,44440,41.1318,-80.7553,OH
28447,44437,41.158,-80.7312,OH
28448,44446,41.1824,-80.7558,OH
28449,44484,41.2318,-80.7642,OH
28450,44483,41.2639,-80.8164,OH
28451,44485,41.2405,-80.8441,OH
28452,44430,41.2445,-80.8869,OH
28453,44481,41.1724,-80.8718,OH
28454,44451,41.088,-80.8623,OH
28455,44401,41.0243,-80.9341,OH
28456,44429,41.1014,-80.9724,OH
28457,44444,41.191,-80.9701,OH
28458,44470,41.2983,-80.9485,OH
28459,44491,41.3508,-80.9672,OH
28460,44080,41.3706,-81.0651,OH
28461,44062,41.4455,-81.0373,OH
28462,44439,41.4584,-80.9551,OH
28463,44099,41.5623,-80.9667,OH
28464,44086,41.6762,-81.0573,OH
28465,44064,41.6034,-81.057,OH
28466,44046,41.5384,-81.0734,OH
28467,44033,41.5333,-81.1112,OH
28468,44021,41.4527,-81.1526,OH
28469,44065,41.475,-81.2345,OH
28470,44024,41.5719,-81.2056,OH
28471,44026,41.5344,-81.3421,OH
28472,44073,41.4948,-81.3407,OH
28473,44072,41.4763,-81.3342,OH
28474,44023,41.3872,-81.3042,OH
28475,44202,41.3117,-81.293,OH
28476,44255,41.2941,-81.2283,OH
28477,44234,41.3323,-81.1464,OH
28478,44231,41.2988,-81.0704,OH
28479,44288,41.2392,-81.0535,OH
28480,44285,41.1597,-81.07,OH
28481,44412,41.0935,-81.0425,OH
28482,44411,41.0359,-81.0528,OH
28483,44449,40.9876,-81.0162,OH
28484,44672,40.9227,-81.0232,OH
28485,44609,40.8957,-80.9897,OH
28486,44619,40.9021,-80.9628,OH
28487,44665,40.8436,-80.9794,OH
28488,44634,40.8301,-81.0333,OH
28489,44625,40.7563,-81.0175,OH
28490,44607,40.686,-81.0219,OH
28491,44651,40.6263,-80.956,OH
28492,44615,40.5787,-81.0818,OH
28493,44620,40.5861,-81.1986,OH
28494,44639,40.5477,-81.2435,OH
28495,44675,40.5184,-81.2339,OH
28496,44695,40.4371,-81.1862,OH
28497,43988,40.4012,-81.1016,OH
28498,44693,40.2947,-81.1839,OH
28499,43984,40.2965,-81.1025,OH
28500,43907,40.2632,-81.0307,OH
28501,43981,40.1839,-80.9959,OH
28502,43985,40.1623,-81.1326,OH
28503,43977,40.1451,-81.0757,OH
28504,43951,40.111,-81.0102,OH
28505,43950,40.0778,-80.9788,OH
28506,43972,40.1032,-80.9756,OH
28507,43927,40.1225,-80.938,OH
28508,43937,40.1302,-80.8773,OH
28509,43974,40.1815,-80.8882,OH
28510,43901,40.2126,-80.8815,OH
28511,43941,40.2639,-80.8358,OH
28512,43948,40.2709,-80.7815,OH
28513,43917,40.2251,-80.8031,OH
28514,43939,40.1753,-80.7979,OH
28515,43916,40.1224,-80.8149,OH
28516,43905,40.1073,-80.8412,OH
28517,43909,40.0701,-80.8176,OH
28518,43934,40.08,-80.8003,OH
28519,43912,40.0752,-80.7747,OH
28520,43935,40.1036,-80.7361,OH
28521,43971,40.1581,-80.7077,OH
28522,43963,40.1681,-80.6996,OH
28523,43943,40.2083,-80.7125,OH
28524,26075,40.1927,-80.6659,WV
28525,26030,40.2259,-80.6513,WV
28526,43913,40.2683,-80.6319,OH
28527,26058,40.2793,-80.5999,WV
28528,26070,40.2548,-80.5961,WV
28529,26032,40.2107,-80.5503,WV
28530,26074,40.1698,-80.5958,WV
28531,26003,40.1027,-80.6476,WV
28532,26059,40.0699,-80.5953,WV
28533,26060,40.0946,-80.5551,WV
28534,15376,40.1065,-80.4978,PA
28535,15323,40.1376,-80.3859,PA
28536,15365,40.1611,-80.3781,PA
28537,15379,40.2417,-80.4242,PA
28538,15312,40.2734,-80.4565,PA
28539,15004,40.3413,-80.3822,PA
28540,15078,40.3584,-80.3879,PA
28541,15054,40.3625,-80.4086,PA
28542,15021,40.3821,-80.4044,PA
28543,15019,40.4051,-80.3622,PA
28544,15053,40.38,-80.3605,PA
28545,15060,40.368,-80.2921,PA
28546,15057,40.3697,-80.2562,PA
28547,15361,40.3282,-80.2563,PA
28548,15340,40.2925,-80.3025,PA
28549,15378,40.2775,-80.2731,PA
28550,15301,40.1717,-80.256,PA
28551,15347,40.2174,-80.2269,PA
28552,15342,40.2425,-80.2209,PA
28553,15363,40.2505,-80.1984,PA
28554,15317,40.2706,-80.1668,PA
28555,15350,40.2928,-80.2003,PA
28556,15321,40.3234,-80.1879,PA
28557,15339,40.3018,-80.1543,PA
28558,15055,40.3058,-80.1219,PA
28559,15241,40.3323,-80.081,PA
28560,15102,40.321,-80.0398,PA
28561,15367,40.2755,-80.0598,PA
28562,15330,40.1868,-80.0627,PA
28563,15324,40.1008,-80.0652,PA
28564,15360,40.0923,-80.0995,PA
28565,15345,40.0331,-80.1145,PA
28566,15311,40.0498,-80.1681,PA
28567,15329,40.0224,-80.2613,PA
28568,15364,39.9415,-80.2906,PA
28569,15359,39.8765,-80.2758,PA
28570,15341,39.8489,-80.3385,PA
28571,15337,39.9092,-80.3952,PA
28572,15377,39.9914,-80.4408,PA
28573,26036,39.9783,-80.5508,WV
28574,15380,39.8971,-80.4647,PA
28575,15310,39.8246,-80.4579,PA
28576,15352,39.7507,-80.4542,PA
28577,26575,39.6917,-80.4746,WV
28578,26562,39.6511,-80.4161,WV
28579,26585,39.6078,-80.4168,WV
28580,26581,39.6592,-80.5695,WV
28581,26033,39.8227,-80.5669,WV
28582,26039,39.8531,-80.6661,WV
28583,26041,39.9148,-80.731,WV
28584,26038,39.9597,-80.7323,WV
28585,43947,39.9675,-80.7643,OH
28586,26040,39.9878,-80.7308,WV
28587,26031,40.0181,-80.7342,WV
28588,43906,40.0204,-80.7638,OH
28589,43940,40.0284,-80.8245,OH
28590,43928,40.0109,-80.8993,OH
28591,43967,40.02,-80.9169,OH
28592,43759,40.0113,-80.9701,OH
28593,43718,40.032,-81.0066,OH
28594,43719,40.0192,-81.0767,OH
28595,43713,39.9853,-81.1375,OH
28596,43757,39.8594,-81.1516,OH
28597,43747,39.8488,-81.0921,OH
28598,43716,39.8484,-81.0368,OH
28599,43902,39.9053,-80.9578,OH
28600,43933,39.9372,-80.888,OH
28601,43942,39.8679,-80.8168,OH
28602,43915,39.7819,-80.9113,OH
28603,43914,39.7687,-80.9454,OH
28604,43752,39.7171,-81.01,OH
28605,43793,39.7515,-81.0759,OH
28606,45734,39.663,-81.1822,OH
28607,43786,39.7112,-81.2758,OH
28608,43754,39.7684,-81.2316,OH
28609,43788,39.8036,-81.332,OH
28610,43779,39.8162,-81.4243,OH
28611,43780,39.9337,-81.458,OH
28612,43750,39.9945,-81.5006,OH
28613,43768,40.0392,-81.4522,OH
28614,43755,40.0459,-81.4479,OH
28615,43778,40.0081,-81.3728,OH
28616,43773,39.9866,-81.2899,OH
28617,43736,40.065,-81.2558,OH
28618,43983,40.1507,-81.2145,OH
28619,43973,40.1925,-81.277,OH
